t,x,y,pupil
11.033,0.7711,0.4916,3.032
11.067,0.7354,0.5233,3.848
11.1,0.7523,0.5434,4.192
11.133,0.7292,0.4749,4.319
11.167,0.7398,0.5281,2.994
11.2,0.7322,0.4906,3.686
11.233,0.7564,0.51,3.166
11.267,0.7494,0.5041,3.71
11.3,0.7217,0.5483,3.984
11.333,0.7336,0.5271,3.617
11.367,0.7161,0.4971,2.523
11.4,0.7169,0.4834,3.283
11.433,0.6339,0.4711,3.325
11.467,0.6021,0.4586,3.726
11.5,0.5977,0.4924,2.849
11.533,0.6385,0.4611,3.888
11.567,0.5947,0.4831,3.2
11.6,0.6136,0.4417,3.782
11.633,0.5946,0.4923,2.742
11.667,0.6442,0.4553,4.669
11.7,0.641,0.4321,3.582
11.733,0.6501,0.4681,3.393
11.767,0.6572,0.474,3.333
11.8,0.6143,0.4361,3.759
11.833,0.6464,0.4441,3.218
11.867,0.6419,0.4833,3.376
11.9,0.6098,0.4758,3.514
11.933,0.6467,0.4682,3.991
11.967,0.6148,0.4312,3.193
12.0,0.6365,0.4588,3.179
12.033,0.6111,0.4532,3.052
12.067,0.6223,0.5046,3.069
12.1,0.7725,0.2996,3.035
12.133,0.7524,0.2888,3.524
12.167,0.7362,0.2799,3.632
12.2,0.7596,0.3188,2.943
12.233,0.7589,0.2999,4.086
12.267,0.7492,0.3218,3.829
12.3,0.7454,0.2925,3.421
12.333,0.7495,0.2935,3.264
12.367,0.7595,0.2971,3.382
12.4,0.7248,0.2748,3.293
12.433,0.7188,0.3253,2.717
12.467,0.7456,0.3222,3.657
12.5,0.7706,0.2947,3.249
12.533,0.7876,0.2971,3.704
12.567,0.7534,0.2866,3.909
12.6,0.7529,0.2927,3.359
12.633,0.756,0.3314,3.502
12.667,0.757,0.2778,3.701
12.7,0.7204,0.2819,3.459
12.733,0.7782,0.291,3.448
12.767,0.7064,0.2875,3.453
12.8,0.7512,0.2881,3.986
12.833,0.763,0.3218,3.565
12.867,0.7337,0.3225,3.339
12.9,0.7321,0.3305,4.024
12.933,0.7369,0.3255,3.319
12.967,0.7446,0.2862,3.557
13.0,0.7445,0.3024,3.599
13.033,0.728,0.3086,3.675
13.067,0.7255,0.2797,3.783
13.1,0.7463,0.3107,3.235
13.133,0.7276,0.3049,3.712
13.167,0.7276,0.3049,2.681
13.2,0.7276,0.3049,3.688
13.233,0.7276,0.3049,3.32
13.267,0.7276,0.3049,3.372
13.3,0.7276,0.3049,3.84
13.333,0.7276,0.3049,3.853
13.367,0.7276,0.3049,2.807
13.4,0.7276,0.3049,3.356
13.433,0.7276,0.3049,3.696
13.467,0.7276,0.3049,2.912
13.5,0.7276,0.3049,3.058
13.533,0.7276,0.3049,3.106
13.567,0.7276,0.3049,3.615
13.6,0.7276,0.3049,3.588
13.633,0.7276,0.3049,3.29
13.667,0.7276,0.3049,3.496
13.7,0.7276,0.3049,3.625
13.733,0.7276,0.3049,3.576
13.767,0.7276,0.3049,3.199
13.8,0.7276,0.3049,4.046
13.833,0.7276,0.3049,3.897
13.867,0.7276,0.3049,3.793
13.9,0.7276,0.3049,2.937
13.933,0.7276,0.3049,3.471
13.967,0.7276,0.3049,3.088
14.0,0.7276,0.3049,3.17
14.033,0.7276,0.3049,3.126
14.067,0.7276,0.3049,3.82
14.1,0.7276,0.3049,4.0
14.133,0.7276,0.3049,4.031
14.167,0.7276,0.3049,3.866
14.2,0.7276,0.3049,3.734
14.233,0.7276,0.3049,3.76
14.267,0.7276,0.3049,3.391
14.3,0.7276,0.3049,3.418
14.333,0.7276,0.3049,2.759
14.367,0.7276,0.3049,3.894
14.4,0.7276,0.3049,3.222
14.433,0.7276,0.3049,3.356
14.467,0.7276,0.3049,3.227
14.5,0.7276,0.3049,3.225
14.533,0.7276,0.3049,3.779
14.567,0.7276,0.3049,3.72
14.6,0.7276,0.3049,3.057
14.633,0.7276,0.3049,4.092
14.667,0.7276,0.3049,3.443
14.7,0.7276,0.3049,3.255
14.733,0.7276,0.3049,2.993
14.767,0.7276,0.3049,3.783
14.8,0.7276,0.3049,3.778
14.833,0.7276,0.3049,3.912
14.867,0.7276,0.3049,2.749
14.9,0.7276,0.3049,3.451
14.933,0.7276,0.3049,3.029
14.967,0.7276,0.3049,3.88
15.0,0.7276,0.3049,4.037
15.033,0.7276,0.3049,3.154
15.067,0.7276,0.3049,2.779
15.1,0.7276,0.3049,3.457
15.133,0.7276,0.3049,3.812
15.167,0.7276,0.3049,3.357
15.2,0.7276,0.3049,2.72
15.233,0.7276,0.3049,3.786
15.267,0.7276,0.3049,3.265
15.3,0.7276,0.3049,4.104
15.333,0.7276,0.3049,4.226
15.367,0.7276,0.3049,2.875
15.4,0.7276,0.3049,3.926
15.433,0.7276,0.3049,3.265
15.467,0.7276,0.3049,3.465
15.5,0.7276,0.3049,3.903
15.533,0.7276,0.3049,3.439
15.567,0.7276,0.3049,3.562
15.6,0.7276,0.3049,3.032
15.633,0.7276,0.3049,4.068
15.667,0.7276,0.3049,4.22
15.7,0.7276,0.3049,4.336
15.733,0.7276,0.3049,3.889
15.767,0.7276,0.3049,3.301
15.8,0.7276,0.3049,3.691
15.833,0.7276,0.3049,3.005
15.867,0.7276,0.3049,3.063
15.9,0.7276,0.3049,3.392
15.933,0.7276,0.3049,3.575
15.967,0.7276,0.3049,3.49
16.0,0.7276,0.3049,3.884
16.033,0.7276,0.3049,3.32
16.067,0.7276,0.3049,3.642
16.1,0.7276,0.3049,2.892
16.133,0.7276,0.3049,3.737
16.167,0.7276,0.3049,3.24
16.2,0.7276,0.3049,3.373
16.233,0.7276,0.3049,3.672
16.267,0.7276,0.3049,3.481
16.3,0.7276,0.3049,2.937
16.333,0.7276,0.3049,3.805
16.367,0.7276,0.3049,2.895
16.4,0.7276,0.3049,3.349
16.433,0.7276,0.3049,3.499
16.467,0.7276,0.3049,3.652
16.5,0.7276,0.3049,3.483
16.533,0.7276,0.3049,3.63
16.567,0.7276,0.3049,4.144
16.6,0.7276,0.3049,3.177
16.633,0.7276,0.3049,3.893
16.667,0.7276,0.3049,3.037
16.7,0.7276,0.3049,3.274
16.733,0.7276,0.3049,3.084
16.767,0.7276,0.3049,2.813
16.8,0.7276,0.3049,4.117
16.833,0.7276,0.3049,3.553
16.867,0.7276,0.3049,3.815
16.9,0.7276,0.3049,3.245
16.933,0.7276,0.3049,3.487
16.967,0.7276,0.3049,3.966
17.0,0.7276,0.3049,3.594
17.033,0.7276,0.3049,3.185
17.067,0.7276,0.3049,3.17
17.1,0.7276,0.3049,3.356
17.133,0.7276,0.3049,4.37
17.167,0.7276,0.3049,4.177
17.2,0.7276,0.3049,3.047
17.233,0.7276,0.3049,3.478
17.267,0.7276,0.3049,3.596
17.3,0.7276,0.3049,3.669
17.333,0.7276,0.3049,2.702
17.367,0.7276,0.3049,3.605
17.4,0.7276,0.3049,3.727
17.433,0.7276,0.3049,3.229
17.467,0.7276,0.3049,3.669
17.5,0.7276,0.3049,4.057
17.533,0.7276,0.3049,3.436
17.567,0.7276,0.3049,3.631
17.6,0.7276,0.3049,3.909
17.633,0.7276,0.3049,3.427
17.667,0.7276,0.3049,3.451
17.7,0.7276,0.3049,3.66
17.733,0.7276,0.3049,2.912
17.767,0.7276,0.3049,2.65
17.8,0.7276,0.3049,3.69
17.833,0.7276,0.3049,3.484
17.867,0.7276,0.3049,3.543
17.9,0.7276,0.3049,3.474
17.933,0.7276,0.3049,4.034
17.967,0.7276,0.3049,3.898
18.0,0.7276,0.3049,3.696
18.033,0.7276,0.3049,3.961
18.067,0.7276,0.3049,3.256
18.1,0.7276,0.3049,2.986
18.133,0.7276,0.3049,3.792
18.167,0.7276,0.3049,2.706
18.2,0.7276,0.3049,3.095
18.233,0.7276,0.3049,2.658
18.267,0.7276,0.3049,3.258
18.3,0.7276,0.3049,3.702
18.333,0.7276,0.3049,3.318
18.367,0.7276,0.3049,3.003
18.4,0.7276,0.3049,3.273
18.433,0.7276,0.3049,3.145
18.467,0.7276,0.3049,4.102
18.5,0.7276,0.3049,3.835
18.533,0.7276,0.3049,3.345
18.567,0.7276,0.3049,3.92
18.6,0.7276,0.3049,3.703
18.633,0.7276,0.3049,3.651
18.667,0.7276,0.3049,3.274
18.7,0.7276,0.3049,3.868
18.733,0.7276,0.3049,3.591
18.767,0.7276,0.3049,3.358
18.8,0.7276,0.3049,3.435
18.833,0.7276,0.3049,3.204
18.867,0.7276,0.3049,2.88
18.9,0.7276,0.3049,3.151
18.933,0.7276,0.3049,3.677
18.967,0.7276,0.3049,3.423
19.0,0.7276,0.3049,4.115
19.033,0.7276,0.3049,3.414
19.067,0.7276,0.3049,3.132
19.1,0.7276,0.3049,3.785
19.133,0.7276,0.3049,3.541
19.167,0.7276,0.3049,3.333
19.2,0.7276,0.3049,3.268
19.233,0.7276,0.3049,3.422
19.267,0.7276,0.3049,3.311
19.3,0.7276,0.3049,4.053
19.333,0.7276,0.3049,3.7
19.367,0.7276,0.3049,3.369
19.4,0.7276,0.3049,3.365
19.433,0.7276,0.3049,3.309
19.467,0.7276,0.3049,3.907
19.5,0.7276,0.3049,3.637
19.533,0.7276,0.3049,3.069
19.567,0.7276,0.3049,3.29
19.6,0.7276,0.3049,2.989
19.633,0.7276,0.3049,3.672
19.667,0.7276,0.3049,3.504
19.7,0.7276,0.3049,4.404
19.733,0.7276,0.3049,3.454
19.767,0.7276,0.3049,3.329
19.8,0.7276,0.3049,3.389
19.833,0.7276,0.3049,2.893
19.867,0.7276,0.3049,3.574
19.9,0.7276,0.3049,3.123
19.933,0.7276,0.3049,3.322
19.967,0.7276,0.3049,3.806
20.0,0.7276,0.3049,3.59
20.033,0.7276,0.3049,3.408
20.067,0.7276,0.3049,3.667
20.1,0.7276,0.3049,2.945
20.133,0.7276,0.3049,3.25
20.167,0.7276,0.3049,3.751
20.2,0.7276,0.3049,3.35
20.233,0.7276,0.3049,3.678
20.267,0.7276,0.3049,3.745
20.3,0.7276,0.3049,4.045
20.333,0.7276,0.3049,3.924
20.367,0.7276,0.3049,4.111
20.4,0.7276,0.3049,3.761
20.433,0.7276,0.3049,3.015
20.467,0.7276,0.3049,3.617
20.5,0.7276,0.3049,2.854
20.533,0.7276,0.3049,3.184
20.567,0.7276,0.3049,3.423
20.6,0.7276,0.3049,3.552
20.633,0.7276,0.3049,3.473
20.667,0.7276,0.3049,3.384
20.7,0.7276,0.3049,3.058
20.733,0.7276,0.3049,2.51
20.767,0.7276,0.3049,3.536
20.8,0.7276,0.3049,3.489
20.833,0.7276,0.3049,4.001
20.867,0.7276,0.3049,3.521
20.9,0.7276,0.3049,2.208
20.933,0.7276,0.3049,3.322
20.967,0.7276,0.3049,4.223
21.0,0.7276,0.3049,3.654
21.033,0.7276,0.3049,3.42
21.067,0.7276,0.3049,3.656
21.1,0.7276,0.3049,3.249
21.133,0.7276,0.3049,4.402
21.167,0.7276,0.3049,3.492
21.2,0.7276,0.3049,3.878
21.233,0.7276,0.3049,4.045
21.267,0.7276,0.3049,3.487
21.3,0.7276,0.3049,3.646
21.333,0.7276,0.3049,3.522
21.367,0.7276,0.3049,3.422
21.4,0.7276,0.3049,3.281
21.433,0.7276,0.3049,3.807
21.467,0.7276,0.3049,3.827
21.5,0.7276,0.3049,3.442
21.533,0.7276,0.3049,3.765
21.567,0.7276,0.3049,3.176
21.6,0.7276,0.3049,3.701
21.633,0.7276,0.3049,3.565
21.667,0.7276,0.3049,4.339
21.7,0.7276,0.3049,3.006
21.733,0.7276,0.3049,3.304
21.767,0.7276,0.3049,3.494
21.8,0.7276,0.3049,3.294
21.833,0.7276,0.3049,3.629
21.867,0.7276,0.3049,2.639
21.9,0.7276,0.3049,3.506
21.933,0.7276,0.3049,3.668
21.967,0.7276,0.3049,3.575
22.0,0.7276,0.3049,3.22
22.033,0.7276,0.3049,3.344
22.067,0.7276,0.3049,3.321
22.1,0.7276,0.3049,3.206
22.133,0.7276,0.3049,3.353
22.167,0.7276,0.3049,4.213
22.2,0.7276,0.3049,3.758
22.233,0.7276,0.3049,2.898
22.267,0.7276,0.3049,4.095
22.3,0.7276,0.3049,3.267
22.333,0.7276,0.3049,3.96
22.367,0.7276,0.3049,3.43
22.4,0.7276,0.3049,3.311
22.433,0.7276,0.3049,2.798
22.467,0.7276,0.3049,3.241
22.5,0.7276,0.3049,3.62
22.533,0.7276,0.3049,4.057
22.567,0.7276,0.3049,3.589
22.6,0.7276,0.3049,3.803
22.633,0.7276,0.3049,3.302
22.667,0.7276,0.3049,3.97
22.7,0.7276,0.3049,3.282
22.733,0.7276,0.3049,4.579
22.767,0.7276,0.3049,3.425
22.8,0.7276,0.3049,3.312
22.833,0.7276,0.3049,3.825
22.867,0.7276,0.3049,3.588
22.9,0.7276,0.3049,2.975
22.933,0.7276,0.3049,3.493
22.967,0.7276,0.3049,2.822
23.0,0.7276,0.3049,3.893
23.033,0.7276,0.3049,3.581
23.067,0.7276,0.3049,3.726
23.1,0.7276,0.3049,3.567
23.133,0.7276,0.3049,3.703
23.167,0.7276,0.3049,3.6
23.2,0.7276,0.3049,3.364
23.233,0.7276,0.3049,3.56
23.267,0.7276,0.3049,3.927
23.3,0.7276,0.3049,3.362
23.333,0.7276,0.3049,3.808
23.367,0.7276,0.3049,3.914
23.4,0.7276,0.3049,2.833
23.433,0.7276,0.3049,3.247
23.467,0.7276,0.3049,3.415
23.5,0.7276,0.3049,3.879
23.533,0.7276,0.3049,3.593
23.567,0.7276,0.3049,3.906
23.6,0.7276,0.3049,3.913
23.633,0.7276,0.3049,2.618
23.667,0.7276,0.3049,3.26
23.7,0.7276,0.3049,3.144
23.733,0.7276,0.3049,3.442
23.767,0.7276,0.3049,3.579
23.8,0.7276,0.3049,3.604
23.833,0.7276,0.3049,3.491
23.867,0.7276,0.3049,3.41
23.9,0.7276,0.3049,3.707
23.933,0.7276,0.3049,4.122
23.967,0.7276,0.3049,3.08
24.0,0.7276,0.3049,3.742
24.033,0.7276,0.3049,3.967
24.067,0.7276,0.3049,3.396
24.1,0.7276,0.3049,3.781
24.133,0.7276,0.3049,3.284
24.167,0.7276,0.3049,3.429
24.2,0.7276,0.3049,3.505
24.233,0.7276,0.3049,3.815
24.267,0.7276,0.3049,3.833
24.3,0.7276,0.3049,3.152
24.333,0.7276,0.3049,3.485
24.367,0.7276,0.3049,3.583
24.4,0.7276,0.3049,3.518
24.433,0.7276,0.3049,3.537
24.467,0.7276,0.3049,3.246
24.5,0.7276,0.3049,3.187
24.533,0.7276,0.3049,3.539
24.567,0.7276,0.3049,2.68
24.6,0.7276,0.3049,3.451
24.633,0.7276,0.3049,3.335
24.667,0.7276,0.3049,3.847
24.7,0.7276,0.3049,3.704
24.733,0.7276,0.3049,3.232
24.767,0.7276,0.3049,3.399
24.8,0.7276,0.3049,3.386
24.833,0.7276,0.3049,3.135
24.867,0.7276,0.3049,2.854
24.9,0.7276,0.3049,3.764
24.933,0.7276,0.3049,3.786
24.967,0.7276,0.3049,2.978
25.0,0.7276,0.3049,2.845
25.033,0.7276,0.3049,3.423
25.067,0.7276,0.3049,3.781
25.1,0.7276,0.3049,3.08
25.133,0.7276,0.3049,3.645
25.167,0.7276,0.3049,3.646
25.2,0.7276,0.3049,3.886
25.233,0.7276,0.3049,3.163
25.267,0.7276,0.3049,3.475
25.3,0.7276,0.3049,3.442
25.333,0.7276,0.3049,3.445
25.367,0.7276,0.3049,3.37
25.4,0.7276,0.3049,4.104
25.433,0.7276,0.3049,3.566
25.467,0.7276,0.3049,3.258
25.5,0.7276,0.3049,4.021
25.533,0.7276,0.3049,4.216
25.567,0.7276,0.3049,3.01
25.6,0.7276,0.3049,3.341
25.633,0.7276,0.3049,3.742
25.667,0.7276,0.3049,3.557
25.7,0.7276,0.3049,3.144
25.733,0.7276,0.3049,3.734
25.767,0.7276,0.3049,3.532
25.8,0.7276,0.3049,3.93
25.833,0.7276,0.3049,4.449
25.867,0.7276,0.3049,4.007
25.9,0.7276,0.3049,3.481
25.933,0.7276,0.3049,3.293
25.967,0.7276,0.3049,3.453
