t,x,y,pupil
5.233,0.3713,0.6494,3.494
5.267,0.3883,0.6784,4.182
5.3,0.3748,0.6473,3.117
5.333,0.3568,0.6489,3.204
5.367,0.3645,0.6544,3.379
5.4,0.3561,0.6665,3.39
5.433,0.3728,0.6655,3.634
5.467,0.3791,0.6736,4.234
5.5,0.376,0.6727,3.489
5.533,0.3737,0.6584,3.957
5.567,0.386,0.6541,3.257
5.6,0.4058,0.6525,3.72
5.633,0.3783,0.6825,3.831
5.667,0.3887,0.6826,3.922
5.7,0.3604,0.665,3.588
5.733,0.3524,0.6565,3.01
5.767,0.3816,0.6904,3.161
5.8,0.3954,0.6874,2.748
5.833,0.3888,0.6798,4.04
5.867,0.3712,0.6883,3.326
5.9,0.4001,0.6647,3.851
5.933,0.4408,0.2101,3.445
5.967,0.4048,0.2013,3.109
6.0,0.4409,0.2511,3.519
6.033,0.4019,0.1868,2.981
6.067,0.3903,0.2246,3.654
6.1,0.4436,0.2195,3.272
6.133,0.4218,0.202,3.985
6.167,0.4216,0.2033,3.768
6.2,0.414,0.2126,3.576
6.233,0.4208,0.2239,3.441
6.267,0.4311,0.2054,3.71
6.3,0.4089,0.2143,3.241
6.333,0.4201,0.2184,4.016
6.367,0.4638,0.2151,3.036
6.4,0.4625,0.2029,3.454
6.433,0.4242,0.1932,3.171
6.467,0.4142,0.2072,3.848
6.5,0.4186,0.2212,3.42
6.533,0.4239,0.2003,3.608
6.567,0.4124,0.2218,3.03
6.6,0.4102,0.202,3.944
6.633,0.4356,0.223,3.662
6.667,0.4334,0.1921,3.7
6.7,0.4262,0.1921,3.932
6.733,0.4328,0.2286,2.94
6.767,0.5405,0.6493,5.019
6.8,0.4909,0.6222,4.38
6.833,0.5295,0.6483,3.504
6.867,0.5465,0.6831,3.28
6.9,0.5269,0.6425,3.279
6.933,0.5381,0.6721,3.344
6.967,0.527,0.6467,3.718
7.0,0.523,0.6675,3.821
7.033,0.5016,0.6779,3.62
7.067,0.2896,0.199,3.392
7.1,0.3343,0.1739,3.092
7.133,0.3125,0.193,3.33
7.167,0.3363,0.1811,3.16
7.2,0.3127,0.2098,3.232
7.233,0.3047,0.1958,3.542
7.267,0.3293,0.1785,3.319
7.3,0.338,0.1714,3.034
7.333,0.3311,0.227,3.038
7.367,0.3473,0.2216,3.528
7.4,0.3198,0.2218,3.274
7.433,0.3673,0.1992,3.05
7.467,0.3357,0.1907,4.082
7.5,0.3659,0.193,3.57
7.533,0.3649,0.1955,3.187
7.567,0.3574,0.1656,3.636
7.6,0.3403,0.1744,4.027
7.633,0.3597,0.1774,3.45
7.667,0.2608,0.193,3.655
7.7,0.3082,0.2426,3.07
7.733,0.6477,0.4184,3.969
7.767,0.6275,0.4334,2.966
7.8,0.6452,0.4317,3.439
7.833,0.6216,0.4235,2.314
7.867,0.6485,0.4238,3.633
7.9,0.637,0.4378,3.667
7.933,0.5881,0.4459,3.164
7.967,0.637,0.4259,3.054
8.0,0.6418,0.4304,4.059
8.033,0.631,0.4425,3.36
8.067,0.6293,0.4126,3.79
8.1,0.6329,0.4482,3.267
8.133,0.6618,0.4459,3.932
8.167,0.6504,0.4172,4.063
8.2,0.6406,0.4139,3.937
8.233,0.6525,0.4322,3.447
8.267,0.6311,0.4102,3.742
8.3,0.6477,0.3936,3.218
8.333,0.6539,0.4353,4.017
8.367,0.6396,0.464,4.011
8.4,0.6181,0.4583,3.878
8.433,0.6283,0.441,3.137
8.467,0.6397,0.4657,3.815
8.5,0.5918,0.4232,3.333
8.533,0.6258,0.4208,3.185
8.567,0.6349,0.4227,3.897
8.6,0.6321,0.4148,3.743
8.633,0.6071,0.4142,3.424
8.667,0.6349,0.434,3.034
8.7,0.6466,0.4393,4.457
8.733,0.6317,0.439,4.018
8.767,0.6704,0.4491,3.664
8.8,0.6513,0.4349,3.46
8.833,0.6123,0.4731,3.461
8.867,0.6235,0.4302,3.622
8.9,0.461,0.4002,3.363
8.933,0.458,0.4164,3.537
8.967,0.4521,0.3754,3.071
9.0,0.4711,0.3916,4.243
9.033,0.4668,0.4243,3.728
9.067,0.4468,0.3989,3.15
9.1,0.4771,0.3919,2.706
9.133,0.4468,0.3307,3.461
9.167,0.4505,0.3827,3.395
9.2,0.4519,0.4205,3.822
9.233,0.4691,0.3755,3.514
9.267,0.4455,0.3881,2.834
9.3,0.4578,0.3785,3.143
9.333,0.4658,0.3793,4.035
9.367,0.434,0.3953,3.331
9.4,0.4548,0.3903,3.393
9.433,0.4615,0.3646,3.443
9.467,0.4365,0.3693,3.122
9.5,0.4452,0.3329,3.223
9.533,0.4587,0.3714,4.073
9.567,0.4525,0.3784,3.548
9.6,0.429,0.3777,3.374
9.633,0.4559,0.3845,3.657
9.667,0.4495,0.4307,3.73
9.7,0.4529,0.3973,3.497
9.733,0.4252,0.3949,3.475
9.767,0.4542,0.4054,3.84
9.8,0.4481,0.3597,3.773
9.833,0.4022,0.3842,4.458
9.867,0.4022,0.3842,3.612
9.9,0.4022,0.3842,3.976
9.933,0.4022,0.3842,3.295
9.967,0.4022,0.3842,3.033
10.0,0.4022,0.3842,4.4
10.033,0.4022,0.3842,3.409
10.067,0.4022,0.3842,3.777
10.1,0.4022,0.3842,3.403
10.133,0.4022,0.3842,3.729
10.167,0.4022,0.3842,3.621
10.2,0.4022,0.3842,3.621
10.233,0.4022,0.3842,3.411
10.267,0.4022,0.3842,4.219
10.3,0.4022,0.3842,3.74
10.333,0.4022,0.3842,3.281
10.367,0.4022,0.3842,4.124
10.4,0.4022,0.3842,4.08
10.433,0.4022,0.3842,3.432
10.467,0.4022,0.3842,2.255
10.5,0.4022,0.3842,3.617
10.533,0.4022,0.3842,3.053
10.567,0.4022,0.3842,3.874
10.6,0.4022,0.3842,3.52
10.633,0.4022,0.3842,4.182
10.667,0.4022,0.3842,3.069
10.7,0.4022,0.3842,2.572
10.733,0.4022,0.3842,3.918
10.767,0.4022,0.3842,4.085
10.8,0.4022,0.3842,3.953
10.833,0.4022,0.3842,3.866
10.867,0.4022,0.3842,2.965
10.9,0.4022,0.3842,3.927
10.933,0.4022,0.3842,3.15
10.967,0.4022,0.3842,3.937
11.0,0.4022,0.3842,3.821
11.033,0.4022,0.3842,3.333
11.067,0.4022,0.3842,3.689
11.1,0.4022,0.3842,3.69
11.133,0.4022,0.3842,3.365
11.167,0.4022,0.3842,3.456
11.2,0.4022,0.3842,3.442
11.233,0.4022,0.3842,3.312
11.267,0.4022,0.3842,3.597
11.3,0.4022,0.3842,3.875
11.333,0.4022,0.3842,3.893
11.367,0.4022,0.3842,2.965
11.4,0.4022,0.3842,3.234
11.433,0.4022,0.3842,3.434
11.467,0.4022,0.3842,3.094
11.5,0.4022,0.3842,3.844
11.533,0.4022,0.3842,2.942
11.567,0.4022,0.3842,2.71
11.6,0.4022,0.3842,3.547
11.633,0.4022,0.3842,4.04
11.667,0.4022,0.3842,3.436
11.7,0.4022,0.3842,3.274
11.733,0.4022,0.3842,2.718
11.767,0.4022,0.3842,4.057
11.8,0.4022,0.3842,3.287
11.833,0.4022,0.3842,3.799
11.867,0.4022,0.3842,4.02
11.9,0.4022,0.3842,3.67
11.933,0.4022,0.3842,3.108
11.967,0.4022,0.3842,3.55
12.0,0.4022,0.3842,3.33
12.033,0.4022,0.3842,3.875
12.067,0.4022,0.3842,4.291
12.1,0.4022,0.3842,4.223
12.133,0.4022,0.3842,3.588
12.167,0.4022,0.3842,3.356
12.2,0.4022,0.3842,3.782
12.233,0.4022,0.3842,2.898
12.267,0.4022,0.3842,2.881
12.3,0.4022,0.3842,2.92
12.333,0.4022,0.3842,3.107
12.367,0.4022,0.3842,3.34
12.4,0.4022,0.3842,3.374
12.433,0.4022,0.3842,3.444
12.467,0.4022,0.3842,3.277
12.5,0.4022,0.3842,3.225
12.533,0.4022,0.3842,3.616
12.567,0.4022,0.3842,3.792
12.6,0.4022,0.3842,3.981
12.633,0.4022,0.3842,3.376
12.667,0.4022,0.3842,3.217
12.7,0.4022,0.3842,3.745
12.733,0.4022,0.3842,2.853
12.767,0.4022,0.3842,3.634
12.8,0.4022,0.3842,3.574
12.833,0.4022,0.3842,3.087
12.867,0.4022,0.3842,3.978
12.9,0.4022,0.3842,2.925
12.933,0.4022,0.3842,3.562
12.967,0.4022,0.3842,2.841
13.0,0.4022,0.3842,3.679
13.033,0.4022,0.3842,3.635
13.067,0.4022,0.3842,3.163
13.1,0.4022,0.3842,3.591
13.133,0.4022,0.3842,3.615
13.167,0.4022,0.3842,3.344
13.2,0.4022,0.3842,3.289
13.233,0.4022,0.3842,3.783
13.267,0.4022,0.3842,3.501
13.3,0.4022,0.3842,3.457
13.333,0.4022,0.3842,3.806
13.367,0.4022,0.3842,2.707
13.4,0.4022,0.3842,3.294
13.433,0.4022,0.3842,3.941
13.467,0.4022,0.3842,3.71
13.5,0.4022,0.3842,3.557
13.533,0.4022,0.3842,3.373
13.567,0.4022,0.3842,3.796
13.6,0.4022,0.3842,3.318
13.633,0.4022,0.3842,3.245
13.667,0.4022,0.3842,3.051
13.7,0.4022,0.3842,3.505
13.733,0.4022,0.3842,3.267
13.767,0.4022,0.3842,3.201
13.8,0.4022,0.3842,3.512
13.833,0.4022,0.3842,3.399
13.867,0.4022,0.3842,3.513
13.9,0.4022,0.3842,4.635
13.933,0.4022,0.3842,3.602
13.967,0.4022,0.3842,3.749
14.0,0.4022,0.3842,3.519
14.033,0.4022,0.3842,3.104
14.067,0.4022,0.3842,3.062
14.1,0.4022,0.3842,3.359
14.133,0.4022,0.3842,3.666
14.167,0.4022,0.3842,3.111
14.2,0.4022,0.3842,3.913
14.233,0.4022,0.3842,3.719
14.267,0.4022,0.3842,2.94
14.3,0.4022,0.3842,3.388
14.333,0.4022,0.3842,3.748
14.367,0.4022,0.3842,3.427
14.4,0.4022,0.3842,3.214
14.433,0.4022,0.3842,4.191
14.467,0.4022,0.3842,3.062
14.5,0.4022,0.3842,4.114
14.533,0.4022,0.3842,2.803
14.567,0.4022,0.3842,3.798
14.6,0.4022,0.3842,3.041
14.633,0.4022,0.3842,3.212
14.667,0.4022,0.3842,3.556
14.7,0.4022,0.3842,3.965
14.733,0.4022,0.3842,3.444
14.767,0.4022,0.3842,3.469
14.8,0.4022,0.3842,3.873
14.833,0.4022,0.3842,3.286
14.867,0.4022,0.3842,3.599
14.9,0.4022,0.3842,4.251
14.933,0.4022,0.3842,3.399
14.967,0.4022,0.3842,3.172
15.0,0.4022,0.3842,3.91
15.033,0.4022,0.3842,3.198
15.067,0.4022,0.3842,3.826
15.1,0.4022,0.3842,3.795
15.133,0.4022,0.3842,3.372
15.167,0.4022,0.3842,2.964
15.2,0.4022,0.3842,3.49
15.233,0.4022,0.3842,2.786
15.267,0.4022,0.3842,3.77
15.3,0.4022,0.3842,2.959
15.333,0.4022,0.3842,3.799
15.367,0.4022,0.3842,3.59
15.4,0.4022,0.3842,3.995
15.433,0.4022,0.3842,3.221
15.467,0.4022,0.3842,3.898
15.5,0.4022,0.3842,3.668
15.533,0.4022,0.3842,3.272
15.567,0.4022,0.3842,3.294
15.6,0.4022,0.3842,3.709
15.633,0.4022,0.3842,3.83
15.667,0.4022,0.3842,3.712
15.7,0.4022,0.3842,3.626
15.733,0.4022,0.3842,2.951
15.767,0.4022,0.3842,4.367
15.8,0.4022,0.3842,3.904
15.833,0.4022,0.3842,4.263
15.867,0.4022,0.3842,3.631
15.9,0.4022,0.3842,3.435
15.933,0.4022,0.3842,4.263
15.967,0.4022,0.3842,2.959
16.0,0.4022,0.3842,3.926
16.033,0.4022,0.3842,3.388
16.067,0.4022,0.3842,3.193
16.1,0.4022,0.3842,3.357
16.133,0.4022,0.3842,3.219
16.167,0.4022,0.3842,3.802
16.2,0.4022,0.3842,2.868
16.233,0.4022,0.3842,3.365
16.267,0.4022,0.3842,2.914
16.3,0.4022,0.3842,3.354
16.333,0.4022,0.3842,3.298
16.367,0.4022,0.3842,3.9
16.4,0.4022,0.3842,3.113
16.433,0.4022,0.3842,3.599
16.467,0.4022,0.3842,3.23
16.5,0.4022,0.3842,3.356
16.533,0.4022,0.3842,3.154
16.567,0.4022,0.3842,3.29
16.6,0.4022,0.3842,4.186
16.633,0.4022,0.3842,3.739
16.667,0.4022,0.3842,4.074
16.7,0.4022,0.3842,3.605
16.733,0.4022,0.3842,4.292
16.767,0.4022,0.3842,3.089
16.8,0.4022,0.3842,3.137
16.833,0.4022,0.3842,3.245
16.867,0.4022,0.3842,3.59
16.9,0.4022,0.3842,3.339
16.933,0.4022,0.3842,3.588
16.967,0.4022,0.3842,3.182
17.0,0.4022,0.3842,3.029
17.033,0.4022,0.3842,3.555
17.067,0.4022,0.3842,3.714
17.1,0.4022,0.3842,3.127
17.133,0.4022,0.3842,2.975
17.167,0.4022,0.3842,4.447
17.2,0.4022,0.3842,3.008
17.233,0.4022,0.3842,3.399
17.267,0.4022,0.3842,3.085
17.3,0.4022,0.3842,3.806
17.333,0.4022,0.3842,3.232
17.367,0.4022,0.3842,3.504
17.4,0.4022,0.3842,3.187
17.433,0.4022,0.3842,4.126
17.467,0.4022,0.3842,2.773
17.5,0.4022,0.3842,3.902
17.533,0.4022,0.3842,3.857
17.567,0.4022,0.3842,3.655
17.6,0.4022,0.3842,3.477
17.633,0.4022,0.3842,3.37
17.667,0.4022,0.3842,3.721
17.7,0.4022,0.3842,3.536
17.733,0.4022,0.3842,3.556
17.767,0.4022,0.3842,2.945
17.8,0.4022,0.3842,3.462
17.833,0.4022,0.3842,2.74
17.867,0.4022,0.3842,3.303
17.9,0.4022,0.3842,3.154
17.933,0.4022,0.3842,4.073
17.967,0.4022,0.3842,3.841
18.0,0.4022,0.3842,3.742
18.033,0.4022,0.3842,4.508
18.067,0.4022,0.3842,3.358
18.1,0.4022,0.3842,3.592
18.133,0.4022,0.3842,3.468
18.167,0.4022,0.3842,3.417
18.2,0.4022,0.3842,3.957
18.233,0.4022,0.3842,4.133
18.267,0.4022,0.3842,3.295
18.3,0.4022,0.3842,4.061
18.333,0.4022,0.3842,3.325
18.367,0.4022,0.3842,4.398
18.4,0.4022,0.3842,3.822
18.433,0.4022,0.3842,2.959
18.467,0.4022,0.3842,3.847
18.5,0.4022,0.3842,3.095
18.533,0.4022,0.3842,2.829
18.567,0.4022,0.3842,3.604
18.6,0.4022,0.3842,3.702
18.633,0.4022,0.3842,3.341
18.667,0.4022,0.3842,3.743
18.7,0.4022,0.3842,3.516
18.733,0.4022,0.3842,3.269
18.767,0.4022,0.3842,4.141
18.8,0.4022,0.3842,3.54
18.833,0.4022,0.3842,4.108
18.867,0.4022,0.3842,3.907
18.9,0.4022,0.3842,3.109
18.933,0.4022,0.3842,4.135
18.967,0.4022,0.3842,3.633
19.0,0.4022,0.3842,4.191
19.033,0.4022,0.3842,3.463
19.067,0.4022,0.3842,3.312
19.1,0.4022,0.3842,3.389
19.133,0.4022,0.3842,3.913
19.167,0.4022,0.3842,2.812
19.2,0.4022,0.3842,4.098
19.233,0.4022,0.3842,3.106
19.267,0.4022,0.3842,3.508
19.3,0.4022,0.3842,2.977
19.333,0.4022,0.3842,3.571
19.367,0.4022,0.3842,4.043
19.4,0.4022,0.3842,3.345
19.433,0.4022,0.3842,3.678
19.467,0.4022,0.3842,3.167
19.5,0.4022,0.3842,2.767
19.533,0.4022,0.3842,3.717
19.567,0.4022,0.3842,3.587
19.6,0.4022,0.3842,2.809
19.633,0.4022,0.3842,3.24
19.667,0.4022,0.3842,4.24
19.7,0.4022,0.3842,3.04
19.733,0.4022,0.3842,3.795
19.767,0.4022,0.3842,3.929
19.8,0.4022,0.3842,3.347
19.833,0.4022,0.3842,3.267
19.867,0.4022,0.3842,3.887
19.9,0.4022,0.3842,2.872
19.933,0.4022,0.3842,3.57
19.967,0.4022,0.3842,2.648
20.0,0.4022,0.3842,3.496
20.033,0.4022,0.3842,3.494
20.067,0.4022,0.3842,3.757
20.1,0.4022,0.3842,3.925
20.133,0.4022,0.3842,3.662
20.167,0.4022,0.3842,3.019
20.2,0.4022,0.3842,3.576
20.233,0.4022,0.3842,4.181
20.267,0.4022,0.3842,3.412
20.3,0.4022,0.3842,3.279
20.333,0.4022,0.3842,3.81
20.367,0.4022,0.3842,3.882
20.4,0.4022,0.3842,3.123
20.433,0.4022,0.3842,3.43
20.467,0.4022,0.3842,3.105
20.5,0.4022,0.3842,3.154
20.533,0.4022,0.3842,2.866
20.567,0.4022,0.3842,3.083
20.6,0.4022,0.3842,3.232
20.633,0.4022,0.3842,3.164
20.667,0.4022,0.3842,3.367
20.7,0.4022,0.3842,4.024
20.733,0.4022,0.3842,4.488
20.767,0.4022,0.3842,3.172
20.8,0.4022,0.3842,3.075
20.833,0.4022,0.3842,3.199
20.867,0.4022,0.3842,4.019
20.9,0.4022,0.3842,2.693
20.933,0.4022,0.3842,2.994
20.967,0.4022,0.3842,4.186
21.0,0.4022,0.3842,3.668
21.033,0.4022,0.3842,3.965
21.067,0.4022,0.3842,2.99
21.1,0.4022,0.3842,4.038
21.133,0.4022,0.3842,3.391
21.167,0.4022,0.3842,3.627
21.2,0.4022,0.3842,3.817
21.233,0.4022,0.3842,3.86
21.267,0.4022,0.3842,3.876
21.3,0.4022,0.3842,2.906
21.333,0.4022,0.3842,3.626
21.367,0.4022,0.3842,2.983
21.4,0.4022,0.3842,3.18
21.433,0.4022,0.3842,3.725
21.467,0.4022,0.3842,3.479
21.5,0.4022,0.3842,3.108
21.533,0.4022,0.3842,3.888
21.567,0.4022,0.3842,3.399
21.6,0.4022,0.3842,2.697
21.633,0.4022,0.3842,3.949
21.667,0.4022,0.3842,3.672
21.7,0.4022,0.3842,3.884
21.733,0.4022,0.3842,3.725
21.767,0.4022,0.3842,3.087
21.8,0.4022,0.3842,3.331
21.833,0.4022,0.3842,3.054
21.867,0.4022,0.3842,2.978
21.9,0.4022,0.3842,3.788
21.933,0.4022,0.3842,3.584
21.967,0.4022,0.3842,3.425
22.0,0.4022,0.3842,3.183
22.033,0.4022,0.3842,3.254
22.067,0.4022,0.3842,3.171
22.1,0.4022,0.3842,3.633
22.133,0.4022,0.3842,3.792
22.167,0.4022,0.3842,3.483
22.2,0.4022,0.3842,3.218
22.233,0.4022,0.3842,3.925
22.267,0.4022,0.3842,3.645
22.3,0.4022,0.3842,3.172
22.333,0.4022,0.3842,3.641
22.367,0.4022,0.3842,3.649
22.4,0.4022,0.3842,3.006
22.433,0.4022,0.3842,3.393
22.467,0.4022,0.3842,3.264
22.5,0.4022,0.3842,4.049
22.533,0.4022,0.3842,3.44
22.567,0.4022,0.3842,3.39
22.6,0.4022,0.3842,3.51
22.633,0.4022,0.3842,3.635
22.667,0.4022,0.3842,3.522
22.7,0.4022,0.3842,3.733
22.733,0.4022,0.3842,3.655
22.767,0.4022,0.3842,3.983
22.8,0.4022,0.3842,3.637
22.833,0.4022,0.3842,3.497
22.867,0.4022,0.3842,3.776
22.9,0.4022,0.3842,3.984
22.933,0.4022,0.3842,3.244
22.967,0.4022,0.3842,3.253
23.0,0.4022,0.3842,3.318
23.033,0.4022,0.3842,3.618
23.067,0.4022,0.3842,2.754
23.1,0.4022,0.3842,3.221
23.133,0.4022,0.3842,2.969
23.167,0.4022,0.3842,3.709
23.2,0.4022,0.3842,4.232
23.233,0.4022,0.3842,3.576
23.267,0.4022,0.3842,2.949
23.3,0.4022,0.3842,3.756
23.333,0.4022,0.3842,3.111
23.367,0.4022,0.3842,2.975
23.4,0.4022,0.3842,2.753
23.433,0.4022,0.3842,4.305
23.467,0.4022,0.3842,3.713
23.5,0.4022,0.3842,3.64
23.533,0.4022,0.3842,3.452
23.567,0.4022,0.3842,3.241
23.6,0.4022,0.3842,3.41
23.633,0.4022,0.3842,3.58
23.667,0.4022,0.3842,4.121
23.7,0.4022,0.3842,3.116
23.733,0.4022,0.3842,3.765
23.767,0.4022,0.3842,3.202
23.8,0.4022,0.3842,2.868
23.833,0.4022,0.3842,3.482
23.867,0.4022,0.3842,3.222
23.9,0.4022,0.3842,2.751
23.933,0.4022,0.3842,4.101
23.967,0.4022,0.3842,4.199
24.0,0.4022,0.3842,3.309
24.033,0.4022,0.3842,3.291
24.067,0.4022,0.3842,3.248
24.1,0.4022,0.3842,4.138
24.133,0.4022,0.3842,3.518
24.167,0.4022,0.3842,3.331
24.2,0.4022,0.3842,3.553
24.233,0.4022,0.3842,3.246
24.267,0.4022,0.3842,3.353
24.3,0.4022,0.3842,3.007
24.333,0.4022,0.3842,3.88
24.367,0.4022,0.3842,4.293
24.4,0.4022,0.3842,3.583
24.433,0.4022,0.3842,3.194
24.467,0.4022,0.3842,3.173
24.5,0.4022,0.3842,3.617
24.533,0.4022,0.3842,3.905
24.567,0.4022,0.3842,3.852
24.6,0.4022,0.3842,2.986
24.633,0.4022,0.3842,3.485
24.667,0.4022,0.3842,3.369
24.7,0.4022,0.3842,3.241
24.733,0.4022,0.3842,3.414
24.767,0.4022,0.3842,3.061
24.8,0.4022,0.3842,3.833
24.833,0.4022,0.3842,3.445
24.867,0.4022,0.3842,3.433
24.9,0.4022,0.3842,2.992
24.933,0.4022,0.3842,3.125
24.967,0.4022,0.3842,4.005
25.0,0.4022,0.3842,2.374
25.033,0.4022,0.3842,3.179
25.067,0.4022,0.3842,3.037
25.1,0.4022,0.3842,3.856
25.133,0.4022,0.3842,4.099
25.167,0.4022,0.3842,3.211
25.2,0.4022,0.3842,3.936
25.233,0.4022,0.3842,2.775
25.267,0.4022,0.3842,3.618
25.3,0.4022,0.3842,3.266
25.333,0.4022,0.3842,3.724
25.367,0.4022,0.3842,3.01
25.4,0.4022,0.3842,4.135
25.433,0.4022,0.3842,3.982
25.467,0.4022,0.3842,4.207
25.5,0.4022,0.3842,3.948
25.533,0.4022,0.3842,3.673
25.567,0.4022,0.3842,2.998
25.6,0.4022,0.3842,3.572
25.633,0.4022,0.3842,3.574
25.667,0.4022,0.3842,3.167
25.7,0.4022,0.3842,3.25
25.733,0.4022,0.3842,3.253
25.767,0.4022,0.3842,3.401
25.8,0.4022,0.3842,2.895
25.833,0.4022,0.3842,3.672
25.867,0.4022,0.3842,3.592
25.9,0.4022,0.3842,2.755
25.933,0.4022,0.3842,3.716
25.967,0.4022,0.3842,3.566
