t,x,y,pupil
8.0,0.4763,0.9988,3.716
8.033,0.48,1.0,3.16
8.067,0.4371,1.0,3.6
8.1,0.4584,1.0,3.286
8.133,0.4776,0.991,3.445
8.167,0.4072,0.97,2.879
8.2,0.4826,0.9802,3.397
8.233,0.4794,1.0,2.597
8.267,0.4233,0.9941,3.186
8.3,0.435,0.9561,3.143
8.333,0.4323,0.9956,3.092
8.367,0.4515,0.9959,3.923
8.4,0.4687,1.0,3.62
8.433,0.466,1.0,2.652
8.467,0.4406,0.9764,3.37
8.5,0.4364,0.9954,3.496
8.533,0.4557,1.0,3.197
8.567,0.49,0.9894,3.459
8.6,0.46,0.9882,3.821
8.633,0.0989,0.7509,3.46
8.667,0.1004,0.7655,4.399
8.7,0.1006,0.7685,3.927
8.733,0.109,0.7681,3.621
8.767,0.0844,0.7573,3.137
8.8,0.1181,0.7277,3.223
8.833,0.1199,0.7551,3.625
8.867,0.0949,0.7527,3.622
8.9,0.1129,0.743,3.355
8.933,0.1246,0.7518,3.359
8.967,0.0992,0.7691,4.267
9.0,0.0732,0.7386,3.24
9.033,0.1208,0.7599,3.442
9.067,0.0927,0.7017,3.564
9.1,0.1312,0.7332,3.544
9.133,0.1057,0.7353,3.045
9.167,0.1043,0.7471,2.7
9.2,0.116,0.7468,3.575
9.233,0.1165,0.7256,3.637
9.267,0.1236,0.745,3.431
9.3,0.0639,0.7472,2.799
9.333,0.0639,0.7472,3.533
9.367,0.0639,0.7472,3.377
9.4,0.0639,0.7472,4.119
9.433,0.0639,0.7472,3.901
9.467,0.0639,0.7472,3.587
9.5,0.0639,0.7472,3.025
9.533,0.0639,0.7472,3.84
9.567,0.0639,0.7472,3.56
9.6,0.0639,0.7472,4.031
9.633,0.0639,0.7472,3.459
9.667,0.0639,0.7472,3.265
9.7,0.0639,0.7472,3.344
9.733,0.0639,0.7472,3.005
9.767,0.0639,0.7472,3.441
9.8,0.0639,0.7472,3.429
9.833,0.0639,0.7472,3.597
9.867,0.0639,0.7472,3.78
9.9,0.0639,0.7472,3.053
9.933,0.0639,0.7472,3.668
9.967,0.0639,0.7472,3.276
10.0,0.0639,0.7472,3.236
10.033,0.0639,0.7472,3.907
10.067,0.0639,0.7472,2.752
10.1,0.0639,0.7472,3.333
10.133,0.0639,0.7472,3.205
10.167,0.0639,0.7472,3.268
10.2,0.0639,0.7472,2.664
10.233,0.0639,0.7472,3.328
10.267,0.0639,0.7472,3.702
10.3,0.0639,0.7472,3.109
10.333,0.0639,0.7472,3.344
10.367,0.0639,0.7472,3.539
10.4,0.0639,0.7472,3.705
10.433,0.0639,0.7472,3.155
10.467,0.0639,0.7472,3.434
10.5,0.0639,0.7472,3.29
10.533,0.0639,0.7472,3.359
10.567,0.0639,0.7472,3.047
10.6,0.0639,0.7472,3.185
10.633,0.0639,0.7472,3.771
10.667,0.0639,0.7472,3.904
10.7,0.0639,0.7472,3.032
10.733,0.0639,0.7472,3.194
10.767,0.0639,0.7472,3.407
10.8,0.0639,0.7472,4.021
10.833,0.0639,0.7472,3.48
10.867,0.0639,0.7472,3.639
10.9,0.0639,0.7472,3.503
10.933,0.0639,0.7472,3.63
10.967,0.0639,0.7472,3.103
11.0,0.0639,0.7472,3.822
11.033,0.0639,0.7472,3.917
11.067,0.0639,0.7472,3.289
11.1,0.0639,0.7472,3.166
11.133,0.0639,0.7472,2.868
11.167,0.0639,0.7472,3.991
11.2,0.0639,0.7472,3.352
11.233,0.0639,0.7472,3.505
11.267,0.0639,0.7472,3.038
11.3,0.0639,0.7472,3.036
11.333,0.0639,0.7472,3.036
11.367,0.0639,0.7472,3.452
11.4,0.0639,0.7472,4.219
11.433,0.0639,0.7472,2.638
11.467,0.0639,0.7472,3.61
11.5,0.0639,0.7472,4.015
11.533,0.0639,0.7472,3.821
11.567,0.0639,0.7472,3.671
11.6,0.0639,0.7472,3.579
11.633,0.0639,0.7472,3.665
11.667,0.0639,0.7472,2.998
11.7,0.0639,0.7472,3.219
11.733,0.0639,0.7472,3.924
11.767,0.0639,0.7472,3.095
11.8,0.0639,0.7472,3.119
11.833,0.0639,0.7472,4.147
11.867,0.0639,0.7472,2.654
11.9,0.0639,0.7472,3.25
11.933,0.0639,0.7472,3.817
11.967,0.0639,0.7472,4.62
12.0,0.0639,0.7472,3.647
12.033,0.0639,0.7472,2.701
12.067,0.0639,0.7472,3.606
12.1,0.0639,0.7472,3.61
12.133,0.0639,0.7472,3.565
12.167,0.0639,0.7472,3.067
12.2,0.0639,0.7472,3.643
12.233,0.0639,0.7472,3.339
12.267,0.0639,0.7472,2.956
12.3,0.0639,0.7472,3.601
12.333,0.0639,0.7472,4.199
12.367,0.0639,0.7472,2.629
12.4,0.0639,0.7472,2.916
12.433,0.0639,0.7472,3.676
12.467,0.0639,0.7472,3.105
12.5,0.0639,0.7472,3.376
12.533,0.0639,0.7472,2.881
12.567,0.0639,0.7472,3.184
12.6,0.0639,0.7472,3.234
12.633,0.0639,0.7472,3.131
12.667,0.0639,0.7472,3.472
12.7,0.0639,0.7472,3.482
12.733,0.0639,0.7472,3.258
12.767,0.0639,0.7472,3.986
12.8,0.0639,0.7472,3.574
12.833,0.0639,0.7472,4.165
12.867,0.0639,0.7472,2.7
12.9,0.0639,0.7472,2.886
12.933,0.0639,0.7472,4.033
12.967,0.0639,0.7472,3.473
13.0,0.0639,0.7472,3.339
13.033,0.0639,0.7472,3.18
13.067,0.0639,0.7472,3.827
13.1,0.0639,0.7472,4.071
13.133,0.0639,0.7472,3.872
13.167,0.0639,0.7472,2.869
13.2,0.0639,0.7472,3.137
13.233,0.0639,0.7472,4.024
13.267,0.0639,0.7472,2.746
13.3,0.0639,0.7472,3.324
13.333,0.0639,0.7472,4.22
13.367,0.0639,0.7472,3.73
13.4,0.0639,0.7472,3.589
13.433,0.0639,0.7472,3.418
13.467,0.0639,0.7472,3.062
13.5,0.0639,0.7472,3.332
13.533,0.0639,0.7472,3.063
13.567,0.0639,0.7472,4.064
13.6,0.0639,0.7472,3.693
13.633,0.0639,0.7472,4.061
13.667,0.0639,0.7472,4.252
13.7,0.0639,0.7472,3.818
13.733,0.0639,0.7472,3.715
13.767,0.0639,0.7472,3.62
13.8,0.0639,0.7472,4.003
13.833,0.0639,0.7472,3.383
13.867,0.0639,0.7472,3.306
13.9,0.0639,0.7472,3.585
13.933,0.0639,0.7472,3.342
13.967,0.0639,0.7472,3.075
14.0,0.0639,0.7472,3.71
14.033,0.0639,0.7472,3.445
14.067,0.0639,0.7472,3.306
14.1,0.0639,0.7472,3.136
14.133,0.0639,0.7472,3.824
14.167,0.0639,0.7472,3.619
14.2,0.0639,0.7472,3.468
14.233,0.0639,0.7472,3.712
14.267,0.0639,0.7472,4.408
14.3,0.0639,0.7472,3.229
14.333,0.0639,0.7472,3.26
14.367,0.0639,0.7472,4.095
14.4,0.0639,0.7472,3.648
14.433,0.0639,0.7472,4.011
14.467,0.0639,0.7472,3.627
14.5,0.0639,0.7472,3.278
14.533,0.0639,0.7472,3.368
14.567,0.0639,0.7472,3.798
14.6,0.0639,0.7472,3.515
14.633,0.0639,0.7472,3.07
14.667,0.0639,0.7472,3.565
14.7,0.0639,0.7472,3.583
14.733,0.0639,0.7472,2.734
14.767,0.0639,0.7472,2.978
14.8,0.0639,0.7472,2.867
14.833,0.0639,0.7472,3.454
14.867,0.0639,0.7472,3.254
14.9,0.0639,0.7472,3.766
14.933,0.0639,0.7472,3.425
14.967,0.0639,0.7472,3.78
15.0,0.0639,0.7472,3.49
15.033,0.0639,0.7472,2.302
15.067,0.0639,0.7472,3.402
15.1,0.0639,0.7472,3.669
15.133,0.0639,0.7472,3.255
15.167,0.0639,0.7472,3.587
15.2,0.0639,0.7472,3.6
15.233,0.0639,0.7472,3.494
15.267,0.0639,0.7472,3.357
15.3,0.0639,0.7472,3.654
15.333,0.0639,0.7472,3.739
15.367,0.0639,0.7472,3.083
15.4,0.0639,0.7472,4.257
15.433,0.0639,0.7472,3.497
15.467,0.0639,0.7472,3.432
15.5,0.0639,0.7472,3.037
15.533,0.0639,0.7472,3.079
15.567,0.0639,0.7472,3.203
15.6,0.0639,0.7472,3.177
15.633,0.0639,0.7472,3.331
15.667,0.0639,0.7472,3.344
15.7,0.0639,0.7472,3.746
15.733,0.0639,0.7472,3.386
15.767,0.0639,0.7472,3.614
15.8,0.0639,0.7472,2.485
15.833,0.0639,0.7472,2.976
15.867,0.0639,0.7472,3.875
15.9,0.0639,0.7472,2.709
15.933,0.0639,0.7472,4.137
15.967,0.0639,0.7472,3.21
16.0,0.0639,0.7472,3.22
16.033,0.0639,0.7472,2.954
16.067,0.0639,0.7472,4.038
16.1,0.0639,0.7472,4.35
16.133,0.0639,0.7472,4.441
16.167,0.0639,0.7472,3.237
16.2,0.0639,0.7472,3.719
16.233,0.0639,0.7472,3.654
16.267,0.0639,0.7472,3.904
16.3,0.0639,0.7472,3.727
16.333,0.0639,0.7472,3.085
16.367,0.0639,0.7472,4.045
16.4,0.0639,0.7472,2.901
16.433,0.0639,0.7472,3.879
16.467,0.0639,0.7472,3.79
16.5,0.0639,0.7472,3.699
16.533,0.0639,0.7472,3.845
16.567,0.0639,0.7472,3.352
16.6,0.0639,0.7472,3.046
16.633,0.0639,0.7472,3.69
16.667,0.0639,0.7472,3.362
16.7,0.0639,0.7472,3.147
16.733,0.0639,0.7472,4.171
16.767,0.0639,0.7472,3.27
16.8,0.0639,0.7472,3.362
16.833,0.0639,0.7472,3.032
16.867,0.0639,0.7472,3.512
16.9,0.0639,0.7472,2.974
16.933,0.0639,0.7472,3.478
16.967,0.0639,0.7472,3.8
17.0,0.0639,0.7472,3.084
17.033,0.0639,0.7472,3.628
17.067,0.0639,0.7472,3.739
17.1,0.0639,0.7472,3.784
17.133,0.0639,0.7472,3.607
17.167,0.0639,0.7472,3.035
17.2,0.0639,0.7472,3.612
17.233,0.0639,0.7472,3.208
17.267,0.0639,0.7472,3.652
17.3,0.0639,0.7472,4.3
17.333,0.0639,0.7472,3.436
17.367,0.0639,0.7472,2.553
17.4,0.0639,0.7472,4.013
17.433,0.0639,0.7472,3.252
17.467,0.0639,0.7472,3.405
17.5,0.0639,0.7472,3.031
17.533,0.0639,0.7472,2.945
17.567,0.0639,0.7472,3.708
17.6,0.0639,0.7472,3.624
17.633,0.0639,0.7472,3.066
17.667,0.0639,0.7472,3.385
17.7,0.0639,0.7472,3.222
17.733,0.0639,0.7472,3.532
17.767,0.0639,0.7472,3.307
17.8,0.0639,0.7472,3.916
17.833,0.0639,0.7472,3.506
17.867,0.0639,0.7472,3.469
17.9,0.0639,0.7472,3.58
17.933,0.0639,0.7472,2.822
17.967,0.0639,0.7472,4.136
18.0,0.0639,0.7472,3.597
18.033,0.0639,0.7472,3.61
18.067,0.0639,0.7472,3.359
18.1,0.0639,0.7472,3.196
18.133,0.0639,0.7472,3.488
18.167,0.0639,0.7472,2.937
18.2,0.0639,0.7472,3.041
18.233,0.0639,0.7472,3.661
18.267,0.0639,0.7472,3.671
18.3,0.0639,0.7472,3.136
18.333,0.0639,0.7472,3.964
18.367,0.0639,0.7472,2.99
18.4,0.0639,0.7472,3.445
18.433,0.0639,0.7472,3.118
18.467,0.0639,0.7472,3.284
18.5,0.0639,0.7472,4.501
18.533,0.0639,0.7472,3.377
18.567,0.0639,0.7472,3.159
18.6,0.0639,0.7472,4.105
18.633,0.0639,0.7472,3.621
18.667,0.0639,0.7472,3.447
18.7,0.0639,0.7472,3.944
18.733,0.0639,0.7472,2.744
18.767,0.0639,0.7472,3.342
18.8,0.0639,0.7472,4.302
18.833,0.0639,0.7472,3.08
18.867,0.0639,0.7472,3.892
18.9,0.0639,0.7472,3.954
18.933,0.0639,0.7472,2.906
18.967,0.0639,0.7472,3.579
19.0,0.0639,0.7472,3.727
19.033,0.0639,0.7472,3.276
19.067,0.0639,0.7472,3.726
19.1,0.0639,0.7472,3.766
19.133,0.0639,0.7472,3.894
19.167,0.0639,0.7472,3.275
19.2,0.0639,0.7472,3.253
19.233,0.0639,0.7472,3.59
19.267,0.0639,0.7472,4.281
19.3,0.0639,0.7472,4.198
19.333,0.0639,0.7472,2.838
19.367,0.0639,0.7472,3.741
19.4,0.0639,0.7472,3.574
19.433,0.0639,0.7472,3.578
19.467,0.0639,0.7472,3.87
19.5,0.0639,0.7472,2.357
19.533,0.0639,0.7472,3.261
19.567,0.0639,0.7472,4.073
19.6,0.0639,0.7472,3.099
19.633,0.0639,0.7472,3.81
19.667,0.0639,0.7472,3.199
19.7,0.0639,0.7472,3.794
19.733,0.0639,0.7472,3.652
19.767,0.0639,0.7472,3.58
19.8,0.0639,0.7472,3.716
19.833,0.0639,0.7472,4.01
19.867,0.0639,0.7472,3.732
19.9,0.0639,0.7472,3.692
19.933,0.0639,0.7472,3.272
19.967,0.0639,0.7472,3.919
20.0,0.0639,0.7472,2.567
20.033,0.0639,0.7472,3.079
20.067,0.0639,0.7472,4.051
20.1,0.0639,0.7472,3.884
20.133,0.0639,0.7472,2.945
20.167,0.0639,0.7472,4.175
20.2,0.0639,0.7472,2.774
20.233,0.0639,0.7472,4.069
20.267,0.0639,0.7472,3.509
20.3,0.0639,0.7472,3.224
20.333,0.0639,0.7472,3.733
20.367,0.0639,0.7472,3.945
20.4,0.0639,0.7472,2.825
20.433,0.0639,0.7472,3.226
20.467,0.0639,0.7472,3.665
20.5,0.0639,0.7472,3.071
20.533,0.0639,0.7472,2.921
20.567,0.0639,0.7472,3.834
20.6,0.0639,0.7472,3.12
20.633,0.0639,0.7472,3.499
20.667,0.0639,0.7472,3.298
20.7,0.0639,0.7472,3.23
20.733,0.0639,0.7472,3.404
20.767,0.0639,0.7472,3.03
20.8,0.0639,0.7472,3.1
20.833,0.0639,0.7472,3.025
20.867,0.0639,0.7472,3.898
20.9,0.0639,0.7472,3.094
20.933,0.0639,0.7472,4.159
20.967,0.0639,0.7472,3.252
21.0,0.0639,0.7472,3.868
21.033,0.0639,0.7472,3.89
21.067,0.0639,0.7472,3.567
21.1,0.0639,0.7472,3.625
21.133,0.0639,0.7472,3.699
21.167,0.0639,0.7472,4.099
21.2,0.0639,0.7472,4.012
21.233,0.0639,0.7472,3.439
21.267,0.0639,0.7472,3.751
21.3,0.0639,0.7472,3.378
21.333,0.0639,0.7472,3.306
21.367,0.0639,0.7472,3.511
21.4,0.0639,0.7472,4.038
21.433,0.0639,0.7472,3.678
21.467,0.0639,0.7472,3.985
21.5,0.0639,0.7472,3.621
21.533,0.0639,0.7472,3.809
21.567,0.0639,0.7472,3.127
21.6,0.0639,0.7472,3.126
21.633,0.0639,0.7472,3.356
21.667,0.0639,0.7472,3.801
21.7,0.0639,0.7472,3.166
21.733,0.0639,0.7472,3.679
21.767,0.0639,0.7472,3.182
21.8,0.0639,0.7472,3.115
21.833,0.0639,0.7472,3.199
21.867,0.0639,0.7472,3.369
21.9,0.0639,0.7472,3.533
21.933,0.0639,0.7472,3.71
21.967,0.0639,0.7472,3.566
22.0,0.0639,0.7472,3.628
22.033,0.0639,0.7472,3.432
22.067,0.0639,0.7472,3.584
22.1,0.0639,0.7472,3.669
22.133,0.0639,0.7472,2.8
22.167,0.0639,0.7472,4.04
22.2,0.0639,0.7472,3.394
22.233,0.0639,0.7472,3.732
22.267,0.0639,0.7472,3.784
22.3,0.0639,0.7472,2.262
22.333,0.0639,0.7472,3.572
22.367,0.0639,0.7472,2.899
22.4,0.0639,0.7472,3.398
22.433,0.0639,0.7472,3.81
22.467,0.0639,0.7472,3.905
22.5,0.0639,0.7472,4.265
22.533,0.0639,0.7472,3.004
22.567,0.0639,0.7472,3.221
22.6,0.0639,0.7472,3.575
22.633,0.0639,0.7472,3.696
22.667,0.0639,0.7472,2.918
22.7,0.0639,0.7472,3.741
22.733,0.0639,0.7472,3.99
22.767,0.0639,0.7472,3.973
22.8,0.0639,0.7472,3.886
22.833,0.0639,0.7472,2.865
22.867,0.0639,0.7472,3.176
22.9,0.0639,0.7472,3.515
22.933,0.0639,0.7472,3.308
22.967,0.0639,0.7472,3.347
23.0,0.0639,0.7472,3.026
23.033,0.0639,0.7472,2.777
23.067,0.0639,0.7472,3.336
23.1,0.0639,0.7472,3.768
23.133,0.0639,0.7472,3.051
23.167,0.0639,0.7472,3.556
23.2,0.0639,0.7472,3.28
23.233,0.0639,0.7472,3.642
23.267,0.0639,0.7472,4.411
23.3,0.0639,0.7472,3.37
23.333,0.0639,0.7472,3.684
23.367,0.0639,0.7472,3.163
23.4,0.0639,0.7472,3.167
23.433,0.0639,0.7472,3.608
23.467,0.0639,0.7472,2.957
23.5,0.0639,0.7472,3.559
23.533,0.0639,0.7472,4.149
23.567,0.0639,0.7472,3.45
23.6,0.0639,0.7472,3.987
23.633,0.0639,0.7472,3.923
23.667,0.0639,0.7472,3.945
23.7,0.0639,0.7472,3.761
23.733,0.0639,0.7472,3.712
23.767,0.0639,0.7472,2.48
23.8,0.0639,0.7472,3.064
23.833,0.0639,0.7472,3.955
23.867,0.0639,0.7472,3.584
23.9,0.0639,0.7472,3.878
23.933,0.0639,0.7472,3.075
23.967,0.0639,0.7472,3.323
24.0,0.0639,0.7472,3.582
24.033,0.0639,0.7472,3.356
24.067,0.0639,0.7472,3.942
24.1,0.0639,0.7472,3.182
24.133,0.0639,0.7472,3.234
24.167,0.0639,0.7472,2.346
24.2,0.0639,0.7472,3.469
24.233,0.0639,0.7472,3.081
24.267,0.0639,0.7472,3.32
24.3,0.0639,0.7472,2.958
24.333,0.0639,0.7472,3.398
24.367,0.0639,0.7472,2.914
24.4,0.0639,0.7472,3.204
24.433,0.0639,0.7472,3.558
24.467,0.0639,0.7472,3.095
24.5,0.0639,0.7472,4.49
24.533,0.0639,0.7472,4.044
24.567,0.0639,0.7472,3.411
24.6,0.0639,0.7472,3.316
24.633,0.0639,0.7472,3.791
24.667,0.0639,0.7472,3.815
24.7,0.0639,0.7472,3.284
24.733,0.0639,0.7472,3.178
24.767,0.0639,0.7472,3.512
24.8,0.0639,0.7472,4.142
24.833,0.0639,0.7472,4.048
24.867,0.0639,0.7472,3.382
24.9,0.0639,0.7472,3.715
24.933,0.0639,0.7472,3.773
24.967,0.0639,0.7472,3.18
25.0,0.0639,0.7472,2.889
25.033,0.0639,0.7472,3.804
25.067,0.0639,0.7472,4.133
25.1,0.0639,0.7472,3.725
25.133,0.0639,0.7472,4.203
25.167,0.0639,0.7472,3.089
25.2,0.0639,0.7472,3.519
25.233,0.0639,0.7472,3.704
25.267,0.0639,0.7472,3.592
25.3,0.0639,0.7472,3.046
25.333,0.0639,0.7472,3.47
25.367,0.0639,0.7472,4.209
25.4,0.0639,0.7472,3.723
25.433,0.0639,0.7472,3.107
25.467,0.0639,0.7472,2.561
25.5,0.0639,0.7472,3.485
25.533,0.0639,0.7472,3.489
25.567,0.0639,0.7472,2.997
25.6,0.0639,0.7472,3.197
25.633,0.0639,0.7472,4.414
25.667,0.0639,0.7472,3.506
25.7,0.0639,0.7472,4.47
25.733,0.0639,0.7472,3.531
25.767,0.0639,0.7472,3.304
25.8,0.0639,0.7472,2.961
25.833,0.0639,0.7472,3.0
25.867,0.0639,0.7472,3.503
25.9,0.0639,0.7472,4.097
25.933,0.0639,0.7472,3.371
25.967,0.0639,0.7472,3.699
26.0,0.0639,0.7472,3.605
