t,x,y,pupil
6.5,0.4566,0.5945,3.347
6.533,0.4762,0.612,3.819
6.567,0.5056,0.6243,2.845
6.6,0.4902,0.6136,4.108
6.633,0.4051,0.6083,4.061
6.667,0.4777,0.6047,3.574
6.7,0.4485,0.6595,4.107
6.733,0.5308,1.0,3.841
6.767,0.518,1.0,3.296
6.8,0.533,0.9968,3.524
6.833,0.4962,0.9953,3.153
6.867,0.5512,0.9762,3.893
6.9,0.526,1.0,3.785
6.933,0.5104,1.0,3.217
6.967,0.513,0.9965,2.907
7.0,0.5142,0.9975,3.429
7.033,0.5301,0.96,3.423
7.067,0.5449,1.0,3.174
7.1,0.5183,0.9683,3.191
7.133,0.5494,1.0,3.942
7.167,0.5385,1.0,3.095
7.2,0.5292,0.9826,3.444
7.233,0.5516,0.997,3.75
7.267,0.4936,0.9936,3.565
7.3,0.5274,1.0,3.861
7.333,0.5042,0.9879,3.547
7.367,0.5252,0.9827,3.551
7.4,0.5077,1.0,3.622
7.433,0.5022,0.9996,3.009
7.467,0.4922,1.0,3.905
7.5,0.4726,1.0,2.826
7.533,0.5329,1.0,4.108
7.567,0.5683,1.0,3.438
7.6,0.5016,0.9684,3.995
7.633,0.5269,0.9698,3.228
7.667,0.5051,0.9808,2.82
7.7,0.5364,1.0,3.701
7.733,0.5331,0.9834,3.098
7.767,1.0,0.5457,3.756
7.8,1.0,0.5632,3.148
7.833,1.0,0.5489,3.823
7.867,1.0,0.5119,4.506
7.9,0.9686,0.5368,3.744
7.933,1.0,0.5402,2.86
7.967,1.0,0.5362,4.132
8.0,1.0,0.5381,3.366
8.033,0.9804,0.5835,2.885
8.067,0.9983,0.5207,3.333
8.1,0.9823,0.5457,4.034
8.133,0.9998,0.5574,2.362
8.167,0.9855,0.5544,2.841
8.2,0.9919,0.5292,3.889
8.233,0.9823,0.5721,3.465
8.267,1.0,0.557,3.748
8.3,0.2562,0.536,3.97
8.333,0.2263,0.5843,3.465
8.367,0.266,0.5364,3.342
8.4,0.2801,0.5797,3.812
8.433,0.2783,0.5159,3.906
8.467,0.2725,0.5248,3.488
8.5,0.2374,0.5412,3.53
8.533,0.2578,0.537,3.282
8.567,0.2603,0.6069,3.001
8.6,0.2606,0.5628,4.012
8.633,0.2381,0.5581,3.319
8.667,0.2787,0.5348,3.563
8.7,0.2741,0.5321,3.987
8.733,0.2699,0.5534,4.077
8.767,0.2824,0.555,4.136
8.8,0.2828,0.5161,2.924
8.833,0.2602,0.5109,3.46
8.867,0.2758,0.5863,3.257
8.9,0.2628,0.5408,3.44
8.933,0.2541,0.5407,3.71
8.967,0.2541,0.5407,3.567
9.0,0.2541,0.5407,3.487
9.033,0.2541,0.5407,3.427
9.067,0.2541,0.5407,2.875
9.1,0.2541,0.5407,2.885
9.133,0.2541,0.5407,4.342
9.167,0.2541,0.5407,3.523
9.2,0.2541,0.5407,2.943
9.233,0.2541,0.5407,3.843
9.267,0.2541,0.5407,4.322
9.3,0.2541,0.5407,2.682
9.333,0.2541,0.5407,3.87
9.367,0.2541,0.5407,3.313
9.4,0.2541,0.5407,3.441
9.433,0.2541,0.5407,4.267
9.467,0.2541,0.5407,3.309
9.5,0.2541,0.5407,3.219
9.533,0.2541,0.5407,3.614
9.567,0.2541,0.5407,4.212
9.6,0.2541,0.5407,3.161
9.633,0.2541,0.5407,3.315
9.667,0.2541,0.5407,3.441
9.7,0.2541,0.5407,3.06
9.733,0.2541,0.5407,2.497
9.767,0.2541,0.5407,3.711
9.8,0.2541,0.5407,3.712
9.833,0.2541,0.5407,2.78
9.867,0.2541,0.5407,3.522
9.9,0.2541,0.5407,3.638
9.933,0.2541,0.5407,3.469
9.967,0.2541,0.5407,3.232
10.0,0.2541,0.5407,3.593
10.033,0.2541,0.5407,3.311
10.067,0.2541,0.5407,3.747
10.1,0.2541,0.5407,2.932
10.133,0.2541,0.5407,3.742
10.167,0.2541,0.5407,4.434
10.2,0.2541,0.5407,3.274
10.233,0.2541,0.5407,3.565
10.267,0.2541,0.5407,3.371
10.3,0.2541,0.5407,3.095
10.333,0.2541,0.5407,2.979
10.367,0.2541,0.5407,3.484
10.4,0.2541,0.5407,3.736
10.433,0.2541,0.5407,3.515
10.467,0.2541,0.5407,3.292
10.5,0.2541,0.5407,4.323
10.533,0.2541,0.5407,3.642
10.567,0.2541,0.5407,3.658
10.6,0.2541,0.5407,3.882
10.633,0.2541,0.5407,3.986
10.667,0.2541,0.5407,3.93
10.7,0.2541,0.5407,3.915
10.733,0.2541,0.5407,3.256
10.767,0.2541,0.5407,3.588
10.8,0.2541,0.5407,3.878
10.833,0.2541,0.5407,3.422
10.867,0.2541,0.5407,3.564
10.9,0.2541,0.5407,3.29
10.933,0.2541,0.5407,3.296
10.967,0.2541,0.5407,3.87
11.0,0.2541,0.5407,3.524
11.033,0.2541,0.5407,3.491
11.067,0.2541,0.5407,3.784
11.1,0.2541,0.5407,3.619
11.133,0.2541,0.5407,3.622
11.167,0.2541,0.5407,3.083
11.2,0.2541,0.5407,3.028
11.233,0.2541,0.5407,3.825
11.267,0.2541,0.5407,3.43
11.3,0.2541,0.5407,3.481
11.333,0.2541,0.5407,3.532
11.367,0.2541,0.5407,3.489
11.4,0.2541,0.5407,3.235
11.433,0.2541,0.5407,3.261
11.467,0.2541,0.5407,3.464
11.5,0.2541,0.5407,3.456
11.533,0.2541,0.5407,3.777
11.567,0.2541,0.5407,3.231
11.6,0.2541,0.5407,3.452
11.633,0.2541,0.5407,3.327
11.667,0.2541,0.5407,3.519
11.7,0.2541,0.5407,3.715
11.733,0.2541,0.5407,3.479
11.767,0.2541,0.5407,3.779
11.8,0.2541,0.5407,3.103
11.833,0.2541,0.5407,3.386
11.867,0.2541,0.5407,3.528
11.9,0.2541,0.5407,3.729
11.933,0.2541,0.5407,3.596
11.967,0.2541,0.5407,3.552
12.0,0.2541,0.5407,4.003
12.033,0.2541,0.5407,2.978
12.067,0.2541,0.5407,3.306
12.1,0.2541,0.5407,3.44
12.133,0.2541,0.5407,3.655
12.167,0.2541,0.5407,3.763
12.2,0.2541,0.5407,4.395
12.233,0.2541,0.5407,3.414
12.267,0.2541,0.5407,3.595
12.3,0.2541,0.5407,3.184
12.333,0.2541,0.5407,3.546
12.367,0.2541,0.5407,3.971
12.4,0.2541,0.5407,2.819
12.433,0.2541,0.5407,3.526
12.467,0.2541,0.5407,3.444
12.5,0.2541,0.5407,4.101
12.533,0.2541,0.5407,3.399
12.567,0.2541,0.5407,3.966
12.6,0.2541,0.5407,3.63
12.633,0.2541,0.5407,3.089
12.667,0.2541,0.5407,3.1
12.7,0.2541,0.5407,4.115
12.733,0.2541,0.5407,3.372
12.767,0.2541,0.5407,4.02
12.8,0.2541,0.5407,3.144
12.833,0.2541,0.5407,3.75
12.867,0.2541,0.5407,4.198
12.9,0.2541,0.5407,3.184
12.933,0.2541,0.5407,2.839
12.967,0.2541,0.5407,3.392
13.0,0.2541,0.5407,2.587
13.033,0.2541,0.5407,3.177
13.067,0.2541,0.5407,3.953
13.1,0.2541,0.5407,3.591
13.133,0.2541,0.5407,3.32
13.167,0.2541,0.5407,3.175
13.2,0.2541,0.5407,2.782
13.233,0.2541,0.5407,3.961
13.267,0.2541,0.5407,2.998
13.3,0.2541,0.5407,3.923
13.333,0.2541,0.5407,4.053
13.367,0.2541,0.5407,3.605
13.4,0.2541,0.5407,3.182
13.433,0.2541,0.5407,3.509
13.467,0.2541,0.5407,3.748
13.5,0.2541,0.5407,3.09
13.533,0.2541,0.5407,3.421
13.567,0.2541,0.5407,3.42
13.6,0.2541,0.5407,3.821
13.633,0.2541,0.5407,3.196
13.667,0.2541,0.5407,4.635
13.7,0.2541,0.5407,3.657
13.733,0.2541,0.5407,2.987
13.767,0.2541,0.5407,2.908
13.8,0.2541,0.5407,3.711
13.833,0.2541,0.5407,3.425
13.867,0.2541,0.5407,3.054
13.9,0.2541,0.5407,4.086
13.933,0.2541,0.5407,3.906
13.967,0.2541,0.5407,4.378
14.0,0.2541,0.5407,3.739
14.033,0.2541,0.5407,3.189
14.067,0.2541,0.5407,2.67
14.1,0.2541,0.5407,3.496
14.133,0.2541,0.5407,3.998
14.167,0.2541,0.5407,4.166
14.2,0.2541,0.5407,3.998
14.233,0.2541,0.5407,4.019
14.267,0.2541,0.5407,3.481
14.3,0.2541,0.5407,3.743
14.333,0.2541,0.5407,3.466
14.367,0.2541,0.5407,4.146
14.4,0.2541,0.5407,3.311
14.433,0.2541,0.5407,4.026
14.467,0.2541,0.5407,2.903
14.5,0.2541,0.5407,3.383
14.533,0.2541,0.5407,3.573
14.567,0.2541,0.5407,4.108
14.6,0.2541,0.5407,3.432
14.633,0.2541,0.5407,3.099
14.667,0.2541,0.5407,3.728
14.7,0.2541,0.5407,3.332
14.733,0.2541,0.5407,3.301
14.767,0.2541,0.5407,3.485
14.8,0.2541,0.5407,4.172
14.833,0.2541,0.5407,2.945
14.867,0.2541,0.5407,3.763
14.9,0.2541,0.5407,4.016
14.933,0.2541,0.5407,3.461
14.967,0.2541,0.5407,3.078
15.0,0.2541,0.5407,3.43
15.033,0.2541,0.5407,3.339
15.067,0.2541,0.5407,4.019
15.1,0.2541,0.5407,3.685
15.133,0.2541,0.5407,3.244
15.167,0.2541,0.5407,3.705
15.2,0.2541,0.5407,4.102
15.233,0.2541,0.5407,3.179
15.267,0.2541,0.5407,3.41
15.3,0.2541,0.5407,3.276
15.333,0.2541,0.5407,3.002
15.367,0.2541,0.5407,3.974
15.4,0.2541,0.5407,3.139
15.433,0.2541,0.5407,3.146
15.467,0.2541,0.5407,3.354
15.5,0.2541,0.5407,3.886
15.533,0.2541,0.5407,3.427
15.567,0.2541,0.5407,3.129
15.6,0.2541,0.5407,3.44
15.633,0.2541,0.5407,3.452
15.667,0.2541,0.5407,3.758
15.7,0.2541,0.5407,3.422
15.733,0.2541,0.5407,3.555
15.767,0.2541,0.5407,4.128
15.8,0.2541,0.5407,3.629
15.833,0.2541,0.5407,3.048
15.867,0.2541,0.5407,2.84
15.9,0.2541,0.5407,3.433
15.933,0.2541,0.5407,3.326
15.967,0.2541,0.5407,2.931
16.0,0.2541,0.5407,3.548
16.033,0.2541,0.5407,4.81
16.067,0.2541,0.5407,3.108
16.1,0.2541,0.5407,3.328
16.133,0.2541,0.5407,3.5
16.167,0.2541,0.5407,3.543
16.2,0.2541,0.5407,3.181
16.233,0.2541,0.5407,3.629
16.267,0.2541,0.5407,3.754
16.3,0.2541,0.5407,3.231
16.333,0.2541,0.5407,2.988
16.367,0.2541,0.5407,3.465
16.4,0.2541,0.5407,2.818
16.433,0.2541,0.5407,3.357
16.467,0.2541,0.5407,4.147
16.5,0.2541,0.5407,3.717
16.533,0.2541,0.5407,3.111
16.567,0.2541,0.5407,3.477
16.6,0.2541,0.5407,4.209
16.633,0.2541,0.5407,4.298
16.667,0.2541,0.5407,3.677
16.7,0.2541,0.5407,3.384
16.733,0.2541,0.5407,2.933
16.767,0.2541,0.5407,3.805
16.8,0.2541,0.5407,3.435
16.833,0.2541,0.5407,3.701
16.867,0.2541,0.5407,3.109
16.9,0.2541,0.5407,3.095
16.933,0.2541,0.5407,3.793
16.967,0.2541,0.5407,4.148
17.0,0.2541,0.5407,4.315
17.033,0.2541,0.5407,3.89
17.067,0.2541,0.5407,3.69
17.1,0.2541,0.5407,4.324
17.133,0.2541,0.5407,3.014
17.167,0.2541,0.5407,3.384
17.2,0.2541,0.5407,2.889
17.233,0.2541,0.5407,3.875
17.267,0.2541,0.5407,3.575
17.3,0.2541,0.5407,3.593
17.333,0.2541,0.5407,3.537
17.367,0.2541,0.5407,3.7
17.4,0.2541,0.5407,3.851
17.433,0.2541,0.5407,3.175
17.467,0.2541,0.5407,3.567
17.5,0.2541,0.5407,3.883
17.533,0.2541,0.5407,4.246
17.567,0.2541,0.5407,3.264
17.6,0.2541,0.5407,3.216
17.633,0.2541,0.5407,3.356
17.667,0.2541,0.5407,3.925
17.7,0.2541,0.5407,3.608
17.733,0.2541,0.5407,4.35
17.767,0.2541,0.5407,3.517
17.8,0.2541,0.5407,3.258
17.833,0.2541,0.5407,3.89
17.867,0.2541,0.5407,3.079
17.9,0.2541,0.5407,3.905
17.933,0.2541,0.5407,3.539
17.967,0.2541,0.5407,3.14
18.0,0.2541,0.5407,3.618
18.033,0.2541,0.5407,3.046
18.067,0.2541,0.5407,3.962
18.1,0.2541,0.5407,3.718
18.133,0.2541,0.5407,3.272
18.167,0.2541,0.5407,2.913
18.2,0.2541,0.5407,3.319
18.233,0.2541,0.5407,3.473
18.267,0.2541,0.5407,3.304
18.3,0.2541,0.5407,3.905
18.333,0.2541,0.5407,3.572
18.367,0.2541,0.5407,4.267
18.4,0.2541,0.5407,3.969
18.433,0.2541,0.5407,3.297
18.467,0.2541,0.5407,3.577
18.5,0.2541,0.5407,3.731
18.533,0.2541,0.5407,3.272
18.567,0.2541,0.5407,3.698
18.6,0.2541,0.5407,3.584
18.633,0.2541,0.5407,3.301
18.667,0.2541,0.5407,3.119
18.7,0.2541,0.5407,3.94
18.733,0.2541,0.5407,3.671
18.767,0.2541,0.5407,3.628
18.8,0.2541,0.5407,2.698
18.833,0.2541,0.5407,3.651
18.867,0.2541,0.5407,4.128
18.9,0.2541,0.5407,4.07
18.933,0.2541,0.5407,3.197
18.967,0.2541,0.5407,3.188
19.0,0.2541,0.5407,3.912
19.033,0.2541,0.5407,3.604
19.067,0.2541,0.5407,3.72
19.1,0.2541,0.5407,3.509
19.133,0.2541,0.5407,2.852
19.167,0.2541,0.5407,3.342
19.2,0.2541,0.5407,3.399
19.233,0.2541,0.5407,2.989
19.267,0.2541,0.5407,4.115
19.3,0.2541,0.5407,3.95
19.333,0.2541,0.5407,3.048
19.367,0.2541,0.5407,3.432
19.4,0.2541,0.5407,3.867
19.433,0.2541,0.5407,3.665
19.467,0.2541,0.5407,2.975
19.5,0.2541,0.5407,3.391
19.533,0.2541,0.5407,3.272
19.567,0.2541,0.5407,3.455
19.6,0.2541,0.5407,3.641
19.633,0.2541,0.5407,3.443
19.667,0.2541,0.5407,3.623
19.7,0.2541,0.5407,4.027
19.733,0.2541,0.5407,3.273
19.767,0.2541,0.5407,3.366
19.8,0.2541,0.5407,3.99
19.833,0.2541,0.5407,3.417
19.867,0.2541,0.5407,3.518
19.9,0.2541,0.5407,3.286
19.933,0.2541,0.5407,2.862
19.967,0.2541,0.5407,3.171
20.0,0.2541,0.5407,2.832
20.033,0.2541,0.5407,3.574
20.067,0.2541,0.5407,3.291
20.1,0.2541,0.5407,3.623
20.133,0.2541,0.5407,3.518
20.167,0.2541,0.5407,3.802
20.2,0.2541,0.5407,3.214
20.233,0.2541,0.5407,3.852
20.267,0.2541,0.5407,3.235
20.3,0.2541,0.5407,3.42
20.333,0.2541,0.5407,3.758
20.367,0.2541,0.5407,3.326
20.4,0.2541,0.5407,4.007
20.433,0.2541,0.5407,3.968
20.467,0.2541,0.5407,3.298
20.5,0.2541,0.5407,3.377
20.533,0.2541,0.5407,3.124
20.567,0.2541,0.5407,2.975
20.6,0.2541,0.5407,3.618
20.633,0.2541,0.5407,3.677
20.667,0.2541,0.5407,4.456
20.7,0.2541,0.5407,3.685
20.733,0.2541,0.5407,3.749
20.767,0.2541,0.5407,3.345
20.8,0.2541,0.5407,3.15
20.833,0.2541,0.5407,3.916
20.867,0.2541,0.5407,3.592
20.9,0.2541,0.5407,3.275
20.933,0.2541,0.5407,3.827
20.967,0.2541,0.5407,3.822
21.0,0.2541,0.5407,3.542
21.033,0.2541,0.5407,3.948
21.067,0.2541,0.5407,3.43
21.1,0.2541,0.5407,3.905
21.133,0.2541,0.5407,3.332
21.167,0.2541,0.5407,2.799
21.2,0.2541,0.5407,3.583
21.233,0.2541,0.5407,2.949
21.267,0.2541,0.5407,3.946
21.3,0.2541,0.5407,4.103
21.333,0.2541,0.5407,3.356
21.367,0.2541,0.5407,3.426
21.4,0.2541,0.5407,3.217
21.433,0.2541,0.5407,3.672
21.467,0.2541,0.5407,3.978
21.5,0.2541,0.5407,3.691
21.533,0.2541,0.5407,3.675
21.567,0.2541,0.5407,3.65
21.6,0.2541,0.5407,3.928
21.633,0.2541,0.5407,3.277
21.667,0.2541,0.5407,3.557
21.7,0.2541,0.5407,3.988
21.733,0.2541,0.5407,3.286
21.767,0.2541,0.5407,3.396
21.8,0.2541,0.5407,3.549
21.833,0.2541,0.5407,3.278
21.867,0.2541,0.5407,3.736
21.9,0.2541,0.5407,3.166
21.933,0.2541,0.5407,3.599
21.967,0.2541,0.5407,4.251
22.0,0.2541,0.5407,3.423
22.033,0.2541,0.5407,3.559
22.067,0.2541,0.5407,3.96
22.1,0.2541,0.5407,3.857
22.133,0.2541,0.5407,3.642
22.167,0.2541,0.5407,3.349
22.2,0.2541,0.5407,3.187
22.233,0.2541,0.5407,3.541
22.267,0.2541,0.5407,3.101
22.3,0.2541,0.5407,3.497
22.333,0.2541,0.5407,3.786
22.367,0.2541,0.5407,3.629
22.4,0.2541,0.5407,3.08
22.433,0.2541,0.5407,3.302
22.467,0.2541,0.5407,3.474
22.5,0.2541,0.5407,2.822
22.533,0.2541,0.5407,3.026
22.567,0.2541,0.5407,2.921
22.6,0.2541,0.5407,3.685
22.633,0.2541,0.5407,3.595
22.667,0.2541,0.5407,3.479
22.7,0.2541,0.5407,3.164
22.733,0.2541,0.5407,3.204
22.767,0.2541,0.5407,3.52
22.8,0.2541,0.5407,4.201
22.833,0.2541,0.5407,3.12
22.867,0.2541,0.5407,3.218
22.9,0.2541,0.5407,3.899
22.933,0.2541,0.5407,3.206
22.967,0.2541,0.5407,3.625
23.0,0.2541,0.5407,2.859
