t,x,y,pupil
4.167,0.7086,0.7028,3.073
4.2,0.8914,0.3018,3.316
4.233,0.8633,0.3121,3.736
4.267,0.8911,0.3144,3.153
4.3,0.8276,0.2633,3.806
4.333,0.8416,0.2834,3.585
4.367,0.8765,0.2838,3.414
4.4,0.8782,0.2996,3.472
4.433,0.889,0.3078,4.113
4.467,0.8695,0.3023,3.962
4.5,0.8419,0.2977,2.682
4.533,0.8851,0.3003,3.097
4.567,0.3674,0.1401,3.4
4.6,0.3619,0.1484,3.781
4.633,0.369,0.1628,4.155
4.667,0.3345,0.1593,3.798
4.7,0.3824,0.1517,3.538
4.733,0.3343,0.1399,2.952
4.767,0.362,0.1125,3.305
4.8,0.3452,0.1442,3.825
4.833,0.3833,0.1388,4.134
4.867,0.3525,0.1422,3.091
4.9,0.3292,0.1772,3.734
4.933,0.3629,0.1471,3.842
4.967,0.3626,0.1274,3.067
5.0,0.3283,0.1255,3.125
5.033,0.2999,0.1415,4.123
5.067,0.3372,0.1366,3.435
5.1,0.356,0.15,2.701
5.133,0.334,0.1344,2.971
5.167,0.3586,0.1191,3.625
5.2,0.3679,0.1329,3.317
5.233,0.3476,0.1416,2.87
5.267,0.3664,0.163,4.06
5.3,0.369,0.1385,2.995
5.333,0.141,0.9069,4.013
5.367,0.1454,0.9382,2.868
5.4,0.1582,0.896,3.206
5.433,0.0943,0.8976,3.558
5.467,0.1321,0.9263,2.897
5.5,0.1425,0.9165,3.122
5.533,0.1168,0.9238,3.118
5.567,0.0994,0.947,3.55
5.6,0.1176,0.9596,3.031
5.633,0.1492,0.9259,3.194
5.667,0.1679,0.9225,2.734
5.7,0.1569,0.9004,3.809
5.733,0.1243,0.9234,3.843
5.767,0.1559,0.9381,2.829
5.8,0.1507,0.9259,3.394
5.833,0.1522,0.9148,3.123
5.867,0.1773,0.8918,3.349
5.9,0.1462,0.9267,3.53
5.933,0.1318,0.8968,3.429
5.967,0.1449,0.9131,3.009
6.0,0.1041,0.9371,3.185
6.033,0.1475,0.9074,3.761
6.067,0.129,0.9102,4.353
6.1,0.1575,0.932,3.568
6.133,0.1446,0.913,4.339
6.167,0.139,0.9163,4.257
6.2,0.1075,0.92,2.85
6.233,0.6156,0.3875,2.964
6.267,0.6134,0.3883,3.623
6.3,0.5852,0.4109,3.035
6.333,0.6181,0.4046,3.362
6.367,0.6178,0.3978,3.402
6.4,0.624,0.3631,3.191
6.433,0.6174,0.377,3.72
6.467,0.6647,0.3475,3.332
6.5,0.6136,0.4142,3.621
6.533,0.6341,0.4293,3.456
6.567,0.6076,0.3986,3.599
6.6,0.5995,0.3693,3.538
6.633,0.5574,0.3848,3.376
6.667,0.5998,0.4004,3.513
6.7,0.6328,0.3951,3.34
6.733,0.6031,0.3982,3.56
6.767,0.6044,0.3832,3.871
6.8,0.5992,0.4187,3.561
6.833,0.5743,0.7201,4.08
6.867,0.5786,0.6891,4.05
6.9,0.5683,0.7027,3.668
6.933,0.5937,0.6588,3.449
6.967,0.6395,0.6907,3.127
7.0,0.6189,0.6399,2.806
7.033,0.5816,0.6703,3.336
7.067,0.6043,0.684,2.915
7.1,0.6069,0.679,4.177
7.133,0.5838,0.6404,3.398
7.167,0.6304,0.694,3.173
7.2,0.5564,0.6769,3.511
7.233,0.5836,0.667,3.402
7.267,0.6124,0.6529,2.544
7.3,0.5645,0.654,3.152
7.333,0.5945,0.6757,3.776
7.367,0.5911,0.67,3.724
7.4,0.5673,0.6615,3.534
7.433,0.5847,0.6703,4.303
7.467,0.5901,0.6671,3.2
7.5,0.6146,0.677,3.684
7.533,0.6029,0.6678,3.464
7.567,0.59,0.6842,3.777
7.6,0.59,0.6842,3.176
7.633,0.59,0.6842,2.951
7.667,0.59,0.6842,3.359
7.7,0.59,0.6842,3.482
7.733,0.59,0.6842,3.491
7.767,0.59,0.6842,3.208
7.8,0.59,0.6842,3.46
7.833,0.59,0.6842,3.026
7.867,0.59,0.6842,3.438
7.9,0.59,0.6842,3.759
7.933,0.59,0.6842,4.146
7.967,0.59,0.6842,3.927
8.0,0.59,0.6842,3.594
8.033,0.59,0.6842,3.597
8.067,0.59,0.6842,3.303
8.1,0.59,0.6842,3.32
8.133,0.59,0.6842,3.78
8.167,0.59,0.6842,3.798
8.2,0.59,0.6842,3.051
8.233,0.59,0.6842,2.972
8.267,0.59,0.6842,3.147
8.3,0.59,0.6842,3.407
8.333,0.59,0.6842,3.862
8.367,0.59,0.6842,3.913
8.4,0.59,0.6842,3.65
8.433,0.59,0.6842,4.083
8.467,0.59,0.6842,2.793
8.5,0.59,0.6842,3.616
8.533,0.59,0.6842,3.638
8.567,0.59,0.6842,3.577
8.6,0.59,0.6842,3.754
8.633,0.59,0.6842,3.76
8.667,0.59,0.6842,3.284
8.7,0.59,0.6842,2.955
8.733,0.59,0.6842,2.95
8.767,0.59,0.6842,3.329
8.8,0.59,0.6842,3.332
8.833,0.59,0.6842,4.075
8.867,0.59,0.6842,3.003
8.9,0.59,0.6842,3.949
8.933,0.59,0.6842,3.54
8.967,0.59,0.6842,2.634
9.0,0.59,0.6842,3.214
9.033,0.59,0.6842,2.853
9.067,0.59,0.6842,2.734
9.1,0.59,0.6842,4.015
9.133,0.59,0.6842,3.539
9.167,0.59,0.6842,3.112
9.2,0.59,0.6842,3.632
9.233,0.59,0.6842,3.742
9.267,0.59,0.6842,3.496
9.3,0.59,0.6842,3.736
9.333,0.59,0.6842,3.751
9.367,0.59,0.6842,3.096
9.4,0.59,0.6842,2.823
9.433,0.59,0.6842,3.962
9.467,0.59,0.6842,3.919
9.5,0.59,0.6842,3.774
9.533,0.59,0.6842,3.514
9.567,0.59,0.6842,2.966
9.6,0.59,0.6842,3.717
9.633,0.59,0.6842,2.632
9.667,0.59,0.6842,3.034
9.7,0.59,0.6842,3.141
9.733,0.59,0.6842,2.881
9.767,0.59,0.6842,3.495
9.8,0.59,0.6842,3.587
9.833,0.59,0.6842,3.946
9.867,0.59,0.6842,3.061
9.9,0.59,0.6842,3.851
9.933,0.59,0.6842,3.506
9.967,0.59,0.6842,2.847
10.0,0.59,0.6842,3.71
10.033,0.59,0.6842,3.911
10.067,0.59,0.6842,3.492
10.1,0.59,0.6842,2.999
10.133,0.59,0.6842,3.672
10.167,0.59,0.6842,3.684
10.2,0.59,0.6842,3.072
10.233,0.59,0.6842,2.975
10.267,0.59,0.6842,4.14
10.3,0.59,0.6842,2.827
10.333,0.59,0.6842,2.603
10.367,0.59,0.6842,3.729
10.4,0.59,0.6842,3.683
10.433,0.59,0.6842,3.054
10.467,0.59,0.6842,3.446
10.5,0.59,0.6842,3.552
10.533,0.59,0.6842,3.23
10.567,0.59,0.6842,3.298
10.6,0.59,0.6842,2.665
10.633,0.59,0.6842,4.007
10.667,0.59,0.6842,3.93
10.7,0.59,0.6842,3.955
10.733,0.59,0.6842,4.136
10.767,0.59,0.6842,3.513
10.8,0.59,0.6842,2.704
10.833,0.59,0.6842,2.872
10.867,0.59,0.6842,3.988
10.9,0.59,0.6842,3.59
10.933,0.59,0.6842,3.054
10.967,0.59,0.6842,3.853
11.0,0.59,0.6842,3.614
11.033,0.59,0.6842,3.534
11.067,0.59,0.6842,2.934
11.1,0.59,0.6842,3.737
11.133,0.59,0.6842,3.365
11.167,0.59,0.6842,3.324
11.2,0.59,0.6842,2.722
11.233,0.59,0.6842,3.192
11.267,0.59,0.6842,3.549
11.3,0.59,0.6842,3.736
11.333,0.59,0.6842,3.802
11.367,0.59,0.6842,2.872
11.4,0.59,0.6842,3.528
11.433,0.59,0.6842,3.654
11.467,0.59,0.6842,4.188
11.5,0.59,0.6842,3.284
11.533,0.59,0.6842,3.387
11.567,0.59,0.6842,3.72
11.6,0.59,0.6842,2.276
11.633,0.59,0.6842,3.227
11.667,0.59,0.6842,3.474
11.7,0.59,0.6842,3.9
11.733,0.59,0.6842,3.576
11.767,0.59,0.6842,3.319
11.8,0.59,0.6842,3.541
11.833,0.59,0.6842,3.666
11.867,0.59,0.6842,4.339
11.9,0.59,0.6842,4.274
11.933,0.59,0.6842,3.992
11.967,0.59,0.6842,3.897
12.0,0.59,0.6842,3.995
12.033,0.59,0.6842,3.319
12.067,0.59,0.6842,2.809
12.1,0.59,0.6842,3.345
12.133,0.59,0.6842,4.069
12.167,0.59,0.6842,2.613
12.2,0.59,0.6842,4.34
12.233,0.59,0.6842,3.411
12.267,0.59,0.6842,3.798
12.3,0.59,0.6842,3.322
12.333,0.59,0.6842,4.091
12.367,0.59,0.6842,3.57
12.4,0.59,0.6842,3.686
12.433,0.59,0.6842,2.572
12.467,0.59,0.6842,3.061
12.5,0.59,0.6842,3.523
12.533,0.59,0.6842,2.953
12.567,0.59,0.6842,3.659
12.6,0.59,0.6842,3.492
12.633,0.59,0.6842,3.828
12.667,0.59,0.6842,4.444
12.7,0.59,0.6842,3.188
12.733,0.59,0.6842,3.62
12.767,0.59,0.6842,3.695
12.8,0.59,0.6842,3.019
12.833,0.59,0.6842,3.524
12.867,0.59,0.6842,3.584
12.9,0.59,0.6842,2.694
12.933,0.59,0.6842,3.48
12.967,0.59,0.6842,3.479
13.0,0.59,0.6842,4.219
13.033,0.59,0.6842,3.939
13.067,0.59,0.6842,4.035
13.1,0.59,0.6842,3.506
13.133,0.59,0.6842,3.682
13.167,0.59,0.6842,3.169
13.2,0.59,0.6842,4.107
13.233,0.59,0.6842,3.798
13.267,0.59,0.6842,3.35
13.3,0.59,0.6842,3.465
13.333,0.59,0.6842,3.1
13.367,0.59,0.6842,3.178
13.4,0.59,0.6842,2.92
13.433,0.59,0.6842,3.51
13.467,0.59,0.6842,3.273
13.5,0.59,0.6842,3.387
13.533,0.59,0.6842,4.056
13.567,0.59,0.6842,3.958
13.6,0.59,0.6842,3.863
13.633,0.59,0.6842,3.56
13.667,0.59,0.6842,3.615
13.7,0.59,0.6842,3.598
13.733,0.59,0.6842,3.532
13.767,0.59,0.6842,3.304
13.8,0.59,0.6842,2.987
13.833,0.59,0.6842,2.925
13.867,0.59,0.6842,3.954
13.9,0.59,0.6842,3.598
13.933,0.59,0.6842,4.266
13.967,0.59,0.6842,3.225
14.0,0.59,0.6842,4.347
14.033,0.59,0.6842,2.783
14.067,0.59,0.6842,3.404
14.1,0.59,0.6842,3.792
14.133,0.59,0.6842,3.962
14.167,0.59,0.6842,3.848
14.2,0.59,0.6842,3.252
14.233,0.59,0.6842,3.99
14.267,0.59,0.6842,3.294
14.3,0.59,0.6842,3.083
14.333,0.59,0.6842,3.574
14.367,0.59,0.6842,3.91
14.4,0.59,0.6842,3.806
14.433,0.59,0.6842,3.571
14.467,0.59,0.6842,3.67
14.5,0.59,0.6842,3.445
14.533,0.59,0.6842,4.146
14.567,0.59,0.6842,2.762
14.6,0.59,0.6842,3.311
14.633,0.59,0.6842,3.51
14.667,0.59,0.6842,3.223
14.7,0.59,0.6842,3.344
14.733,0.59,0.6842,2.743
14.767,0.59,0.6842,3.956
14.8,0.59,0.6842,3.472
14.833,0.59,0.6842,3.493
14.867,0.59,0.6842,3.825
14.9,0.59,0.6842,3.488
14.933,0.59,0.6842,3.844
14.967,0.59,0.6842,3.575
15.0,0.59,0.6842,3.991
15.033,0.59,0.6842,4.068
15.067,0.59,0.6842,3.546
15.1,0.59,0.6842,3.659
15.133,0.59,0.6842,3.267
15.167,0.59,0.6842,3.886
15.2,0.59,0.6842,4.052
15.233,0.59,0.6842,3.441
15.267,0.59,0.6842,3.452
15.3,0.59,0.6842,3.159
15.333,0.59,0.6842,3.371
15.367,0.59,0.6842,3.41
15.4,0.59,0.6842,4.01
15.433,0.59,0.6842,3.807
15.467,0.59,0.6842,3.29
15.5,0.59,0.6842,2.679
15.533,0.59,0.6842,3.604
15.567,0.59,0.6842,3.715
15.6,0.59,0.6842,3.137
15.633,0.59,0.6842,3.781
15.667,0.59,0.6842,4.03
15.7,0.59,0.6842,2.675
15.733,0.59,0.6842,3.154
15.767,0.59,0.6842,3.359
15.8,0.59,0.6842,3.621
15.833,0.59,0.6842,4.908
15.867,0.59,0.6842,3.944
15.9,0.59,0.6842,3.526
15.933,0.59,0.6842,3.251
15.967,0.59,0.6842,3.252
16.0,0.59,0.6842,3.073
16.033,0.59,0.6842,3.822
16.067,0.59,0.6842,2.996
16.1,0.59,0.6842,3.989
16.133,0.59,0.6842,3.606
16.167,0.59,0.6842,3.756
16.2,0.59,0.6842,3.865
16.233,0.59,0.6842,3.642
16.267,0.59,0.6842,3.112
16.3,0.59,0.6842,3.166
16.333,0.59,0.6842,3.882
16.367,0.59,0.6842,3.926
16.4,0.59,0.6842,3.247
16.433,0.59,0.6842,2.889
16.467,0.59,0.6842,3.039
16.5,0.59,0.6842,3.407
16.533,0.59,0.6842,3.363
16.567,0.59,0.6842,3.046
16.6,0.59,0.6842,3.965
16.633,0.59,0.6842,3.53
16.667,0.59,0.6842,3.97
16.7,0.59,0.6842,3.394
16.733,0.59,0.6842,3.712
16.767,0.59,0.6842,4.141
16.8,0.59,0.6842,2.421
16.833,0.59,0.6842,3.449
16.867,0.59,0.6842,3.246
16.9,0.59,0.6842,3.635
16.933,0.59,0.6842,3.629
16.967,0.59,0.6842,3.57
17.0,0.59,0.6842,3.341
17.033,0.59,0.6842,3.419
17.067,0.59,0.6842,2.764
17.1,0.59,0.6842,4.059
17.133,0.59,0.6842,3.608
17.167,0.59,0.6842,3.219
17.2,0.59,0.6842,4.134
17.233,0.59,0.6842,4.06
17.267,0.59,0.6842,4.265
17.3,0.59,0.6842,3.717
17.333,0.59,0.6842,3.643
17.367,0.59,0.6842,3.177
17.4,0.59,0.6842,3.543
17.433,0.59,0.6842,3.955
17.467,0.59,0.6842,3.235
17.5,0.59,0.6842,3.485
17.533,0.59,0.6842,3.068
17.567,0.59,0.6842,2.956
17.6,0.59,0.6842,3.518
17.633,0.59,0.6842,3.333
17.667,0.59,0.6842,3.348
17.7,0.59,0.6842,2.996
17.733,0.59,0.6842,4.367
17.767,0.59,0.6842,3.906
17.8,0.59,0.6842,3.778
17.833,0.59,0.6842,4.011
17.867,0.59,0.6842,3.554
17.9,0.59,0.6842,3.66
17.933,0.59,0.6842,3.372
17.967,0.59,0.6842,3.022
18.0,0.59,0.6842,3.244
18.033,0.59,0.6842,3.654
18.067,0.59,0.6842,4.218
18.1,0.59,0.6842,3.83
18.133,0.59,0.6842,3.376
18.167,0.59,0.6842,2.894
18.2,0.59,0.6842,3.385
18.233,0.59,0.6842,3.691
18.267,0.59,0.6842,3.538
18.3,0.59,0.6842,3.672
18.333,0.59,0.6842,3.574
18.367,0.59,0.6842,3.249
18.4,0.59,0.6842,4.023
18.433,0.59,0.6842,3.191
18.467,0.59,0.6842,3.296
18.5,0.59,0.6842,3.798
18.533,0.59,0.6842,3.75
18.567,0.59,0.6842,3.293
18.6,0.59,0.6842,3.855
18.633,0.59,0.6842,4.023
18.667,0.59,0.6842,3.959
18.7,0.59,0.6842,3.447
18.733,0.59,0.6842,3.628
18.767,0.59,0.6842,3.403
18.8,0.59,0.6842,3.163
18.833,0.59,0.6842,3.896
18.867,0.59,0.6842,3.539
18.9,0.59,0.6842,3.019
18.933,0.59,0.6842,4.033
18.967,0.59,0.6842,3.444
19.0,0.59,0.6842,3.305
19.033,0.59,0.6842,3.023
19.067,0.59,0.6842,3.21
19.1,0.59,0.6842,3.349
19.133,0.59,0.6842,3.338
19.167,0.59,0.6842,2.938
19.2,0.59,0.6842,3.371
19.233,0.59,0.6842,3.917
19.267,0.59,0.6842,3.98
19.3,0.59,0.6842,3.058
19.333,0.59,0.6842,3.599
19.367,0.59,0.6842,3.198
19.4,0.59,0.6842,3.467
19.433,0.59,0.6842,3.554
19.467,0.59,0.6842,2.892
19.5,0.59,0.6842,3.156
19.533,0.59,0.6842,3.658
19.567,0.59,0.6842,2.903
19.6,0.59,0.6842,3.215
19.633,0.59,0.6842,3.356
19.667,0.59,0.6842,3.658
19.7,0.59,0.6842,3.304
19.733,0.59,0.6842,3.584
19.767,0.59,0.6842,3.659
19.8,0.59,0.6842,3.277
19.833,0.59,0.6842,2.786
19.867,0.59,0.6842,3.314
19.9,0.59,0.6842,3.354
19.933,0.59,0.6842,2.804
19.967,0.59,0.6842,2.978
20.0,0.59,0.6842,3.033
20.033,0.59,0.6842,4.072
20.067,0.59,0.6842,3.069
20.1,0.59,0.6842,4.2
20.133,0.59,0.6842,3.798
20.167,0.59,0.6842,4.351
20.2,0.59,0.6842,3.903
20.233,0.59,0.6842,4.381
20.267,0.59,0.6842,3.326
20.3,0.59,0.6842,3.305
20.333,0.59,0.6842,4.288
20.367,0.59,0.6842,3.14
20.4,0.59,0.6842,3.501
20.433,0.59,0.6842,3.984
20.467,0.59,0.6842,3.814
20.5,0.59,0.6842,3.602
20.533,0.59,0.6842,2.802
20.567,0.59,0.6842,3.562
20.6,0.59,0.6842,3.548
20.633,0.59,0.6842,3.63
20.667,0.59,0.6842,3.26
20.7,0.59,0.6842,3.341
20.733,0.59,0.6842,3.419
20.767,0.59,0.6842,4.231
20.8,0.59,0.6842,3.959
20.833,0.59,0.6842,3.511
20.867,0.59,0.6842,3.83
20.9,0.59,0.6842,3.202
20.933,0.59,0.6842,2.921
20.967,0.59,0.6842,3.456
21.0,0.59,0.6842,3.895
21.033,0.59,0.6842,3.975
21.067,0.59,0.6842,3.124
21.1,0.59,0.6842,3.338
21.133,0.59,0.6842,3.214
21.167,0.59,0.6842,3.621
21.2,0.59,0.6842,3.445
21.233,0.59,0.6842,4.028
21.267,0.59,0.6842,4.338
21.3,0.59,0.6842,3.86
21.333,0.59,0.6842,3.736
21.367,0.59,0.6842,2.713
21.4,0.59,0.6842,3.672
21.433,0.59,0.6842,3.653
21.467,0.59,0.6842,3.383
21.5,0.59,0.6842,3.231
21.533,0.59,0.6842,4.239
21.567,0.59,0.6842,3.719
21.6,0.59,0.6842,3.33
21.633,0.59,0.6842,3.149
21.667,0.59,0.6842,4.304
21.7,0.59,0.6842,4.329
21.733,0.59,0.6842,3.575
21.767,0.59,0.6842,3.666
21.8,0.59,0.6842,4.004
21.833,0.59,0.6842,3.463
21.867,0.59,0.6842,3.358
21.9,0.59,0.6842,3.486
21.933,0.59,0.6842,3.704
21.967,0.59,0.6842,3.499
22.0,0.59,0.6842,3.127
22.033,0.59,0.6842,3.272
22.067,0.59,0.6842,2.544
22.1,0.59,0.6842,3.286
22.133,0.59,0.6842,3.863
22.167,0.59,0.6842,3.861
22.2,0.59,0.6842,3.691
22.233,0.59,0.6842,3.903
22.267,0.59,0.6842,3.309
22.3,0.59,0.6842,3.338
22.333,0.59,0.6842,3.518
22.367,0.59,0.6842,2.957
22.4,0.59,0.6842,3.141
22.433,0.59,0.6842,3.695
22.467,0.59,0.6842,4.149
22.5,0.59,0.6842,3.297
22.533,0.59,0.6842,2.588
22.567,0.59,0.6842,3.379
22.6,0.59,0.6842,3.028
22.633,0.59,0.6842,3.824
22.667,0.59,0.6842,2.622
22.7,0.59,0.6842,3.324
22.733,0.59,0.6842,3.991
22.767,0.59,0.6842,3.139
22.8,0.59,0.6842,3.951
22.833,0.59,0.6842,3.371
22.867,0.59,0.6842,3.951
22.9,0.59,0.6842,3.707
22.933,0.59,0.6842,4.445
22.967,0.59,0.6842,3.527
23.0,0.59,0.6842,4.076
23.033,0.59,0.6842,3.334
23.067,0.59,0.6842,3.366
23.1,0.59,0.6842,4.121
23.133,0.59,0.6842,2.841
23.167,0.59,0.6842,3.6
23.2,0.59,0.6842,4.194
23.233,0.59,0.6842,4.071
23.267,0.59,0.6842,2.886
23.3,0.59,0.6842,2.606
23.333,0.59,0.6842,3.272
23.367,0.59,0.6842,2.506
23.4,0.59,0.6842,2.889
23.433,0.59,0.6842,3.482
23.467,0.59,0.6842,3.309
23.5,0.59,0.6842,3.571
23.533,0.59,0.6842,3.54
23.567,0.59,0.6842,3.312
23.6,0.59,0.6842,3.465
23.633,0.59,0.6842,4.11
23.667,0.59,0.6842,3.098
23.7,0.59,0.6842,3.669
23.733,0.59,0.6842,3.116
23.767,0.59,0.6842,3.44
23.8,0.59,0.6842,3.47
23.833,0.59,0.6842,3.495
23.867,0.59,0.6842,3.182
23.9,0.59,0.6842,3.318
23.933,0.59,0.6842,3.452
23.967,0.59,0.6842,3.509
24.0,0.59,0.6842,3.655
24.033,0.59,0.6842,3.437
24.067,0.59,0.6842,3.992
24.1,0.59,0.6842,3.918
24.133,0.59,0.6842,3.55
24.167,0.59,0.6842,3.509
24.2,0.59,0.6842,3.508
24.233,0.59,0.6842,3.478
24.267,0.59,0.6842,3.637
24.3,0.59,0.6842,3.839
24.333,0.59,0.6842,3.376
24.367,0.59,0.6842,3.56
24.4,0.59,0.6842,3.384
24.433,0.59,0.6842,3.915
24.467,0.59,0.6842,3.397
24.5,0.59,0.6842,3.721
24.533,0.59,0.6842,3.674
24.567,0.59,0.6842,3.925
24.6,0.59,0.6842,2.965
24.633,0.59,0.6842,3.993
24.667,0.59,0.6842,3.621
24.7,0.59,0.6842,3.829
24.733,0.59,0.6842,3.495
24.767,0.59,0.6842,3.69
24.8,0.59,0.6842,3.754
24.833,0.59,0.6842,4.104
24.867,0.59,0.6842,3.704
24.9,0.59,0.6842,3.898
24.933,0.59,0.6842,3.984
24.967,0.59,0.6842,3.714
25.0,0.59,0.6842,3.147
25.033,0.59,0.6842,3.49
25.067,0.59,0.6842,3.349
25.1,0.59,0.6842,2.924
25.133,0.59,0.6842,3.846
25.167,0.59,0.6842,3.49
25.2,0.59,0.6842,3.18
25.233,0.59,0.6842,3.496
25.267,0.59,0.6842,3.999
25.3,0.59,0.6842,3.783
25.333,0.59,0.6842,3.658
25.367,0.59,0.6842,3.966
25.4,0.59,0.6842,2.862
25.433,0.59,0.6842,3.951
25.467,0.59,0.6842,3.467
25.5,0.59,0.6842,4.087
25.533,0.59,0.6842,3.193
25.567,0.59,0.6842,3.423
25.6,0.59,0.6842,3.141
25.633,0.59,0.6842,3.977
25.667,0.59,0.6842,3.366
25.7,0.59,0.6842,4.156
25.733,0.59,0.6842,2.887
25.767,0.59,0.6842,3.557
25.8,0.59,0.6842,3.698
25.833,0.59,0.6842,2.924
25.867,0.59,0.6842,2.661
25.9,0.59,0.6842,3.868
25.933,0.59,0.6842,3.202
25.967,0.59,0.6842,3.744
26.0,0.59,0.6842,2.621
26.033,0.59,0.6842,3.513
26.067,0.59,0.6842,3.309
26.1,0.59,0.6842,3.636
26.133,0.59,0.6842,3.085
26.167,0.59,0.6842,3.66
26.2,0.59,0.6842,3.369
26.233,0.59,0.6842,3.473
26.267,0.59,0.6842,4.167
26.3,0.59,0.6842,2.97
26.333,0.59,0.6842,3.274
26.367,0.59,0.6842,4.491
26.4,0.59,0.6842,3.423
26.433,0.59,0.6842,3.562
26.467,0.59,0.6842,3.404
26.5,0.59,0.6842,3.032
26.533,0.59,0.6842,3.445
26.567,0.59,0.6842,3.025
26.6,0.59,0.6842,2.443
26.633,0.59,0.6842,3.436
26.667,0.59,0.6842,3.056
26.7,0.59,0.6842,3.76
26.733,0.59,0.6842,3.099
26.767,0.59,0.6842,3.298
26.8,0.59,0.6842,3.109
26.833,0.59,0.6842,3.521
26.867,0.59,0.6842,3.652
26.9,0.59,0.6842,3.224
26.933,0.59,0.6842,3.229
26.967,0.59,0.6842,3.618
27.0,0.59,0.6842,3.561
27.033,0.59,0.6842,3.387
27.067,0.59,0.6842,3.984
